,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
3941,Cotopaxi,488716,546,0,121,-0.933333,-78.616667,14/06/2021
3942,El Oro,715751,1061,0,255,-3.266667,-79.966667,14/06/2021
3943,Esmeraldas,591083,385,0,84,1.05,-79.2,14/06/2021
3944,Galápagos,33042,10,0,10,-0.7999999999999999,-89.4,14/06/2021
3945,Guayas,4387434,2696,0,1908,-2.183333,-79.883333,14/06/2021
3946,Imbabura,476257,405,0,26,0.362678,-78.130667,14/06/2021
3947,Loja,521154,550,0,154,-3.983333,-79.2,14/06/2021
3948,Los Ríos,921763,484,1,412,-1.8,-79.533333,14/06/2021
3949,Manabí,1562079,2492,0,1178,-1.056181,-80.455217,14/06/2021
3950,Morona Santiago,196535,58,0,8,-2.3,-78.116667,14/06/2021
3951,Napo,133705,106,0,4,-0.989,-77.8159,14/06/2021
3952,Orellana,161338,92,0,23,-0.466667,-76.966667,14/06/2021
3953,Pastaza,114202,85,0,19,-1.066667,-78.001111,14/06/2021
3954,Pichincha,3228233,3104,0,371,-0.218611,-78.509722,14/06/2021
3955,Santa Elena,401178,420,0,281,-2.2267,-80.8583,14/06/2021
3956,Sto. Domingo Tsáchilas,511151,682,0,142,-0.254167,-79.171944,14/06/2021
3957,Sucumbíos,230503,173,0,7,0.084722,-76.882778,14/06/2021
3958,Tungurahua,590600,506,0,338,-1.241667,-78.619722,14/06/2021
3959,Zamora Chinchipe,120416,98,0,8,-4.12,-78.8,14/06/2021
3960,Azuay,881394,494,0,39,-2.897414,-79.004481,15/06/2021
3961,Bolívar,209933,108,0,23,-1.605556,-79.003056,15/06/2021
3962,Carchi,186869,274,0,3,0.81218,-77.71633,15/06/2021
3963,Cañar,281396,135,0,15,-2.733333,-78.833333,15/06/2021
3964,Chimborazo,524004,520,0,138,-1.674347,-78.648294,15/06/2021
3965,Cotopaxi,488716,547,1,121,-0.933333,-78.616667,15/06/2021
3966,El Oro,715751,1061,0,255,-3.266667,-79.966667,15/06/2021
3967,Esmeraldas,591083,385,0,84,1.05,-79.2,15/06/2021
3968,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,15/06/2021
3969,Guayas,4387434,2696,0,1908,-2.183333,-79.883333,15/06/2021
3970,Imbabura,476257,407,2,26,0.362678,-78.130667,15/06/2021
3971,Loja,521154,550,0,154,-3.983333,-79.2,15/06/2021
3972,Los Ríos,921763,484,0,412,-1.8,-79.533333,15/06/2021
3973,Manabí,1562079,2494,2,1178,-1.056181,-80.455217,15/06/2021
3974,Morona Santiago,196535,58,0,8,-2.3,-78.116667,15/06/2021
3975,Napo,133705,106,0,4,-0.989,-77.8159,15/06/2021
3976,Orellana,161338,92,0,23,-0.466667,-76.966667,15/06/2021
3977,Pastaza,114202,85,0,19,-1.066667,-78.001111,15/06/2021
3978,Pichincha,3228233,3105,1,373,-0.218611,-78.509722,15/06/2021
3979,Santa Elena,401178,420,0,281,-2.2267,-80.8583,15/06/2021
3980,Sto. Domingo Tsáchilas,511151,682,0,142,-0.254167,-79.171944,15/06/2021
3981,Sucumbíos,230503,173,0,7,0.084722,-76.882778,15/06/2021
3982,Tungurahua,590600,506,0,338,-1.241667,-78.619722,15/06/2021
3983,Zamora Chinchipe,120416,98,0,8,-4.12,-78.8,15/06/2021
3984,Azuay,881394,494,0,39,-2.897414,-79.004481,16/06/2021
3985,Bolívar,209933,108,0,23,-1.605556,-79.003056,16/06/2021
3986,Carchi,186869,274,0,3,0.81218,-77.71633,16/06/2021
3987,Cañar,281396,136,1,16,-2.733333,-78.833333,16/06/2021
3988,Chimborazo,524004,520,0,139,-1.674347,-78.648294,16/06/2021
3989,Cotopaxi,488716,565,18,124,-0.933333,-78.616667,16/06/2021
3990,El Oro,715751,1078,17,255,-3.266667,-79.966667,16/06/2021
3991,Esmeraldas,591083,385,0,84,1.05,-79.2,16/06/2021
3992,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,16/06/2021
3993,Guayas,4387434,2697,1,1908,-2.183333,-79.883333,16/06/2021
3994,Imbabura,476257,407,0,26,0.362678,-78.130667,16/06/2021
3995,Loja,521154,553,3,154,-3.983333,-79.2,16/06/2021
3996,Los Ríos,921763,484,0,412,-1.8,-79.533333,16/06/2021
3997,Manabí,1562079,2497,3,1178,-1.056181,-80.455217,16/06/2021
3998,Morona Santiago,196535,58,0,8,-2.3,-78.116667,16/06/2021
3999,Napo,133705,106,0,4,-0.989,-77.8159,16/06/2021
4000,Orellana,161338,92,0,23,-0.466667,-76.966667,16/06/2021
4001,Pastaza,114202,85,0,19,-1.066667,-78.001111,16/06/2021
4002,Pichincha,3228233,3113,8,374,-0.218611,-78.509722,16/06/2021
4003,Santa Elena,401178,420,0,281,-2.2267,-80.8583,16/06/2021
4004,Sto. Domingo Tsáchilas,511151,686,4,142,-0.254167,-79.171944,16/06/2021
4005,Sucumbíos,230503,173,0,7,0.084722,-76.882778,16/06/2021
4006,Tungurahua,590600,535,29,339,-1.241667,-78.619722,16/06/2021
4007,Zamora Chinchipe,120416,99,1,8,-4.12,-78.8,16/06/2021
4008,Azuay,881394,494,0,42,-2.897414,-79.004481,17/06/2021
4009,Bolívar,209933,108,0,23,-1.605556,-79.003056,17/06/2021
4010,Carchi,186869,274,0,3,0.81218,-77.71633,17/06/2021
4011,Cañar,281396,136,0,16,-2.733333,-78.833333,17/06/2021
4012,Chimborazo,524004,520,0,139,-1.674347,-78.648294,17/06/2021
4013,Cotopaxi,488716,566,1,124,-0.933333,-78.616667,17/06/2021
4014,El Oro,715751,1078,0,255,-3.266667,-79.966667,17/06/2021
4015,Esmeraldas,591083,385,0,84,1.05,-79.2,17/06/2021
4016,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,17/06/2021
4017,Guayas,4387434,2698,1,1908,-2.183333,-79.883333,17/06/2021
4018,Imbabura,476257,408,1,26,0.362678,-78.130667,17/06/2021
4019,Loja,521154,553,0,154,-3.983333,-79.2,17/06/2021
4020,Los Ríos,921763,484,0,412,-1.8,-79.533333,17/06/2021
4021,Manabí,1562079,2497,0,1178,-1.056181,-80.455217,17/06/2021
4022,Morona Santiago,196535,58,0,8,-2.3,-78.116667,17/06/2021
4023,Napo,133705,106,0,4,-0.989,-77.8159,17/06/2021
4024,Orellana,161338,92,0,23,-0.466667,-76.966667,17/06/2021
4025,Pastaza,114202,85,0,19,-1.066667,-78.001111,17/06/2021
4026,Pichincha,3228233,3126,13,375,-0.218611,-78.509722,17/06/2021
4027,Santa Elena,401178,420,0,281,-2.2267,-80.8583,17/06/2021
4028,Sto. Domingo Tsáchilas,511151,687,1,142,-0.254167,-79.171944,17/06/2021
4029,Sucumbíos,230503,173,0,7,0.084722,-76.882778,17/06/2021
4030,Tungurahua,590600,536,1,339,-1.241667,-78.619722,17/06/2021
4031,Zamora Chinchipe,120416,99,0,8,-4.12,-78.8,17/06/2021
4032,Azuay,881394,494,0,43,-2.897414,-79.004481,18/06/2021
4033,Bolívar,209933,108,0,23,-1.605556,-79.003056,18/06/2021
4034,Carchi,186869,274,0,3,0.81218,-77.71633,18/06/2021
4035,Cañar,281396,136,0,17,-2.733333,-78.833333,18/06/2021
4036,Chimborazo,524004,521,1,139,-1.674347,-78.648294,18/06/2021
4037,Cotopaxi,488716,575,9,124,-0.933333,-78.616667,18/06/2021
4038,El Oro,715751,1083,5,256,-3.266667,-79.966667,18/06/2021
4039,Esmeraldas,591083,385,0,84,1.05,-79.2,18/06/2021
4040,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,18/06/2021
4041,Guayas,4387434,2701,3,1908,-2.183333,-79.883333,18/06/2021
4042,Imbabura,476257,408,0,26,0.362678,-78.130667,18/06/2021
4043,Loja,521154,555,2,154,-3.983333,-79.2,18/06/2021
4044,Los Ríos,921763,484,0,412,-1.8,-79.533333,18/06/2021
4045,Manabí,1562079,2502,5,1177,-1.056181,-80.455217,18/06/2021
4046,Morona Santiago,196535,58,0,8,-2.3,-78.116667,18/06/2021
4047,Napo,133705,106,0,4,-0.989,-77.8159,18/06/2021
4048,Orellana,161338,93,1,23,-0.466667,-76.966667,18/06/2021
4049,Pastaza,114202,85,0,19,-1.066667,-78.001111,18/06/2021
4050,Pichincha,3228233,3128,2,375,-0.218611,-78.509722,18/06/2021
4051,Santa Elena,401178,420,0,281,-2.2267,-80.8583,18/06/2021
4052,Sto. Domingo Tsáchilas,511151,687,0,142,-0.254167,-79.171944,18/06/2021
4053,Sucumbíos,230503,173,0,7,0.084722,-76.882778,18/06/2021
4054,Tungurahua,590600,565,29,339,-1.241667,-78.619722,18/06/2021
4055,Zamora Chinchipe,120416,99,0,8,-4.12,-78.8,18/06/2021
4056,Azuay,881394,499,5,43,-2.897414,-79.004481,19/06/2021
4057,Bolívar,209933,111,3,23,-1.605556,-79.003056,19/06/2021
4058,Carchi,186869,275,1,3,0.81218,-77.71633,19/06/2021
4059,Cañar,281396,137,1,17,-2.733333,-78.833333,19/06/2021
4060,Chimborazo,524004,523,2,139,-1.674347,-78.648294,19/06/2021
4061,Cotopaxi,488716,576,1,125,-0.933333,-78.616667,19/06/2021
4062,El Oro,715751,1083,0,256,-3.266667,-79.966667,19/06/2021
4063,Esmeraldas,591083,385,0,84,1.05,-79.2,19/06/2021
4064,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,19/06/2021
4065,Guayas,4387434,2704,3,1908,-2.183333,-79.883333,19/06/2021
4066,Imbabura,476257,408,0,26,0.362678,-78.130667,19/06/2021
4067,Loja,521154,555,0,154,-3.983333,-79.2,19/06/2021
4068,Los Ríos,921763,487,3,414,-1.8,-79.533333,19/06/2021
4069,Manabí,1562079,2507,5,1177,-1.056181,-80.455217,19/06/2021
4070,Morona Santiago,196535,58,0,8,-2.3,-78.116667,19/06/2021
4071,Napo,133705,106,0,4,-0.989,-77.8159,19/06/2021
4072,Orellana,161338,93,0,23,-0.466667,-76.966667,19/06/2021
4073,Pastaza,114202,86,1,19,-1.066667,-78.001111,19/06/2021
4074,Pichincha,3228233,3136,8,375,-0.218611,-78.509722,19/06/2021
4075,Santa Elena,401178,421,1,281,-2.2267,-80.8583,19/06/2021
4076,Sto. Domingo Tsáchilas,511151,690,3,142,-0.254167,-79.171944,19/06/2021
4077,Sucumbíos,230503,173,0,7,0.084722,-76.882778,19/06/2021
4078,Tungurahua,590600,572,7,339,-1.241667,-78.619722,19/06/2021
4079,Zamora Chinchipe,120416,100,1,10,-4.12,-78.8,19/06/2021
4080,Azuay,881394,505,6,43,-2.897414,-79.004481,20/06/2021
4081,Bolívar,209933,111,0,23,-1.605556,-79.003056,20/06/2021
4082,Carchi,186869,275,0,3,0.81218,-77.71633,20/06/2021
4083,Cañar,281396,137,0,17,-2.733333,-78.833333,20/06/2021
4084,Chimborazo,524004,523,0,139,-1.674347,-78.648294,20/06/2021
4085,Cotopaxi,488716,576,0,126,-0.933333,-78.616667,20/06/2021
4086,El Oro,715751,1083,0,256,-3.266667,-79.966667,20/06/2021
4087,Esmeraldas,591083,385,0,84,1.05,-79.2,20/06/2021
4088,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,20/06/2021
4089,Guayas,4387434,2704,0,1908,-2.183333,-79.883333,20/06/2021
4090,Imbabura,476257,408,0,26,0.362678,-78.130667,20/06/2021
4091,Loja,521154,555,0,154,-3.983333,-79.2,20/06/2021
4092,Los Ríos,921763,487,0,414,-1.8,-79.533333,20/06/2021
4093,Manabí,1562079,2507,0,1177,-1.056181,-80.455217,20/06/2021
4094,Morona Santiago,196535,58,0,8,-2.3,-78.116667,20/06/2021
4095,Napo,133705,107,1,4,-0.989,-77.8159,20/06/2021
4096,Orellana,161338,93,0,23,-0.466667,-76.966667,20/06/2021
4097,Pastaza,114202,86,0,19,-1.066667,-78.001111,20/06/2021
4098,Pichincha,3228233,3137,1,375,-0.218611,-78.509722,20/06/2021
4099,Santa Elena,401178,421,0,281,-2.2267,-80.8583,20/06/2021
4100,Sto. Domingo Tsáchilas,511151,690,0,142,-0.254167,-79.171944,20/06/2021
4101,Sucumbíos,230503,173,0,7,0.084722,-76.882778,20/06/2021
4102,Tungurahua,590600,572,0,339,-1.241667,-78.619722,20/06/2021
4103,Zamora Chinchipe,120416,100,0,10,-4.12,-78.8,20/06/2021
4104,Azuay,881394,505,0,43,-2.897414,-79.004481,21/06/2021
4105,Bolívar,209933,111,0,23,-1.605556,-79.003056,21/06/2021
4106,Carchi,186869,275,0,3,0.81218,-77.71633,21/06/2021
4107,Cañar,281396,137,0,17,-2.733333,-78.833333,21/06/2021
4108,Chimborazo,524004,523,0,139,-1.674347,-78.648294,21/06/2021
4109,Cotopaxi,488716,576,0,126,-0.933333,-78.616667,21/06/2021
4110,El Oro,715751,1083,0,256,-3.266667,-79.966667,21/06/2021
4111,Esmeraldas,591083,385,0,84,1.05,-79.2,21/06/2021
4112,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,21/06/2021
4113,Guayas,4387434,2712,8,1908,-2.183333,-79.883333,21/06/2021
4114,Imbabura,476257,408,0,26,0.362678,-78.130667,21/06/2021
4115,Loja,521154,556,1,154,-3.983333,-79.2,21/06/2021
4116,Los Ríos,921763,487,0,415,-1.8,-79.533333,21/06/2021
4117,Manabí,1562079,2507,0,1177,-1.056181,-80.455217,21/06/2021
4118,Morona Santiago,196535,58,0,8,-2.3,-78.116667,21/06/2021
4119,Napo,133705,107,0,4,-0.989,-77.8159,21/06/2021
4120,Orellana,161338,93,0,23,-0.466667,-76.966667,21/06/2021
4121,Pastaza,114202,86,0,19,-1.066667,-78.001111,21/06/2021
4122,Pichincha,3228233,3138,1,375,-0.218611,-78.509722,21/06/2021
4123,Santa Elena,401178,421,0,281,-2.2267,-80.8583,21/06/2021
4124,Sto. Domingo Tsáchilas,511151,690,0,142,-0.254167,-79.171944,21/06/2021
4125,Sucumbíos,230503,173,0,7,0.084722,-76.882778,21/06/2021
4126,Tungurahua,590600,572,0,339,-1.241667,-78.619722,21/06/2021
4127,Zamora Chinchipe,120416,100,0,10,-4.12,-78.8,21/06/2021
4128,Azuay,881394,505,0,43,-2.897414,-79.004481,22/06/2021
4129,Bolívar,209933,111,0,23,-1.605556,-79.003056,22/06/2021
4130,Carchi,186869,278,3,3,0.81218,-77.71633,22/06/2021
4131,Cañar,281396,137,0,17,-2.733333,-78.833333,22/06/2021
4132,Chimborazo,524004,523,0,139,-1.674347,-78.648294,22/06/2021
4133,Cotopaxi,488716,576,0,126,-0.933333,-78.616667,22/06/2021
4134,El Oro,715751,1083,0,256,-3.266667,-79.966667,22/06/2021
4135,Esmeraldas,591083,385,0,84,1.05,-79.2,22/06/2021
4136,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,22/06/2021
4137,Guayas,4387434,2713,1,1908,-2.183333,-79.883333,22/06/2021
4138,Imbabura,476257,409,1,26,0.362678,-78.130667,22/06/2021
4139,Loja,521154,556,0,156,-3.983333,-79.2,22/06/2021
4140,Los Ríos,921763,487,0,415,-1.8,-79.533333,22/06/2021
4141,Manabí,1562079,2508,1,1177,-1.056181,-80.455217,22/06/2021
4142,Morona Santiago,196535,59,1,8,-2.3,-78.116667,22/06/2021
4143,Napo,133705,107,0,4,-0.989,-77.8159,22/06/2021
4144,Orellana,161338,93,0,23,-0.466667,-76.966667,22/06/2021
4145,Pastaza,114202,86,0,19,-1.066667,-78.001111,22/06/2021
4146,Pichincha,3228233,3139,1,375,-0.218611,-78.509722,22/06/2021
4147,Santa Elena,401178,421,0,281,-2.2267,-80.8583,22/06/2021
4148,Sto. Domingo Tsáchilas,511151,691,1,142,-0.254167,-79.171944,22/06/2021
4149,Sucumbíos,230503,173,0,7,0.084722,-76.882778,22/06/2021
4150,Tungurahua,590600,572,0,339,-1.241667,-78.619722,22/06/2021
4151,Zamora Chinchipe,120416,100,0,10,-4.12,-78.8,22/06/2021
4152,Azuay,881394,505,0,44,-2.897414,-79.004481,23/06/2021
4153,Bolívar,209933,111,0,23,-1.605556,-79.003056,23/06/2021
4154,Carchi,186869,280,2,3,0.81218,-77.71633,23/06/2021
4155,Cañar,281396,137,0,17,-2.733333,-78.833333,23/06/2021
4156,Chimborazo,524004,523,0,139,-1.674347,-78.648294,23/06/2021
4157,Cotopaxi,488716,576,0,127,-0.933333,-78.616667,23/06/2021
4158,El Oro,715751,1086,3,256,-3.266667,-79.966667,23/06/2021
4159,Esmeraldas,591083,386,1,84,1.05,-79.2,23/06/2021
4160,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,23/06/2021
4161,Guayas,4387434,2713,0,1910,-2.183333,-79.883333,23/06/2021
4162,Imbabura,476257,413,4,26,0.362678,-78.130667,23/06/2021
4163,Loja,521154,556,0,156,-3.983333,-79.2,23/06/2021
4164,Los Ríos,921763,487,0,415,-1.8,-79.533333,23/06/2021
4165,Manabí,1562079,2509,1,1177,-1.056181,-80.455217,23/06/2021
4166,Morona Santiago,196535,59,0,9,-2.3,-78.116667,23/06/2021
4167,Napo,133705,107,0,4,-0.989,-77.8159,23/06/2021
4168,Orellana,161338,93,0,23,-0.466667,-76.966667,23/06/2021
4169,Pastaza,114202,86,0,19,-1.066667,-78.001111,23/06/2021
4170,Pichincha,3228233,3150,11,375,-0.218611,-78.509722,23/06/2021
4171,Santa Elena,401178,424,3,281,-2.2267,-80.8583,23/06/2021
4172,Sto. Domingo Tsáchilas,511151,691,0,142,-0.254167,-79.171944,23/06/2021
4173,Sucumbíos,230503,173,0,7,0.084722,-76.882778,23/06/2021
4174,Tungurahua,590600,594,22,339,-1.241667,-78.619722,23/06/2021
4175,Zamora Chinchipe,120416,100,0,10,-4.12,-78.8,23/06/2021
4176,Azuay,881394,508,3,44,-2.897414,-79.004481,24/06/2021
4177,Bolívar,209933,111,0,23,-1.605556,-79.003056,24/06/2021
4178,Carchi,186869,280,0,3,0.81218,-77.71633,24/06/2021
4179,Cañar,281396,137,0,17,-2.733333,-78.833333,24/06/2021
4180,Chimborazo,524004,523,0,139,-1.674347,-78.648294,24/06/2021
4181,Cotopaxi,488716,576,0,127,-0.933333,-78.616667,24/06/2021
4182,El Oro,715751,1086,0,256,-3.266667,-79.966667,24/06/2021
4183,Esmeraldas,591083,386,0,84,1.05,-79.2,24/06/2021
4184,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,24/06/2021
4185,Guayas,4387434,2715,2,1910,-2.183333,-79.883333,24/06/2021
4186,Imbabura,476257,413,0,26,0.362678,-78.130667,24/06/2021
4187,Loja,521154,556,0,156,-3.983333,-79.2,24/06/2021
4188,Los Ríos,921763,487,0,415,-1.8,-79.533333,24/06/2021
4189,Manabí,1562079,2509,0,1177,-1.056181,-80.455217,24/06/2021
4190,Morona Santiago,196535,59,0,9,-2.3,-78.116667,24/06/2021
4191,Napo,133705,107,0,4,-0.989,-77.8159,24/06/2021
4192,Orellana,161338,93,0,23,-0.466667,-76.966667,24/06/2021
4193,Pastaza,114202,87,1,19,-1.066667,-78.001111,24/06/2021
4194,Pichincha,3228233,3150,0,375,-0.218611,-78.509722,24/06/2021
4195,Santa Elena,401178,424,0,281,-2.2267,-80.8583,24/06/2021
4196,Sto. Domingo Tsáchilas,511151,693,2,142,-0.254167,-79.171944,24/06/2021
4197,Sucumbíos,230503,173,0,7,0.084722,-76.882778,24/06/2021
4198,Tungurahua,590600,595,1,339,-1.241667,-78.619722,24/06/2021
4199,Zamora Chinchipe,120416,100,0,11,-4.12,-78.8,24/06/2021
4200,Azuay,881394,511,3,44,-2.897414,-79.004481,25/06/2021
4201,Bolívar,209933,111,0,23,-1.605556,-79.003056,25/06/2021
4202,Carchi,186869,281,1,3,0.81218,-77.71633,25/06/2021
4203,Cañar,281396,137,0,17,-2.733333,-78.833333,25/06/2021
4204,Chimborazo,524004,524,1,139,-1.674347,-78.648294,25/06/2021
4205,Cotopaxi,488716,578,2,127,-0.933333,-78.616667,25/06/2021
4206,El Oro,715751,1086,0,256,-3.266667,-79.966667,25/06/2021
4207,Esmeraldas,591083,387,1,84,1.05,-79.2,25/06/2021
4208,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,25/06/2021
4209,Guayas,4387434,2718,3,1912,-2.183333,-79.883333,25/06/2021
4210,Imbabura,476257,415,2,26,0.362678,-78.130667,25/06/2021
4211,Loja,521154,557,1,157,-3.983333,-79.2,25/06/2021
4212,Los Ríos,921763,489,2,415,-1.8,-79.533333,25/06/2021
4213,Manabí,1562079,2518,9,1177,-1.056181,-80.455217,25/06/2021
4214,Morona Santiago,196535,59,0,9,-2.3,-78.116667,25/06/2021
4215,Napo,133705,107,0,4,-0.989,-77.8159,25/06/2021
4216,Orellana,161338,95,2,23,-0.466667,-76.966667,25/06/2021
4217,Pastaza,114202,87,0,19,-1.066667,-78.001111,25/06/2021
4218,Pichincha,3228233,3150,0,376,-0.218611,-78.509722,25/06/2021
4219,Santa Elena,401178,424,0,281,-2.2267,-80.8583,25/06/2021
4220,Sto. Domingo Tsáchilas,511151,693,0,142,-0.254167,-79.171944,25/06/2021
4221,Sucumbíos,230503,173,0,7,0.084722,-76.882778,25/06/2021
4222,Tungurahua,590600,617,22,339,-1.241667,-78.619722,25/06/2021
4223,Zamora Chinchipe,120416,100,0,14,-4.12,-78.8,25/06/2021
4224,Azuay,881394,513,2,44,-2.897414,-79.004481,26/06/2021
4225,Bolívar,209933,111,0,23,-1.605556,-79.003056,26/06/2021
4226,Carchi,186869,282,1,3,0.81218,-77.71633,26/06/2021
4227,Cañar,281396,137,0,19,-2.733333,-78.833333,26/06/2021
4228,Chimborazo,524004,524,0,141,-1.674347,-78.648294,26/06/2021
4229,Cotopaxi,488716,580,2,129,-0.933333,-78.616667,26/06/2021
4230,El Oro,715751,1089,3,256,-3.266667,-79.966667,26/06/2021
4231,Esmeraldas,591083,388,1,84,1.05,-79.2,26/06/2021
4232,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,26/06/2021
4233,Guayas,4387434,2718,0,1912,-2.183333,-79.883333,26/06/2021
4234,Imbabura,476257,415,0,26,0.362678,-78.130667,26/06/2021
4235,Loja,521154,558,1,157,-3.983333,-79.2,26/06/2021
4236,Los Ríos,921763,489,0,415,-1.8,-79.533333,26/06/2021
4237,Manabí,1562079,2523,5,1177,-1.056181,-80.455217,26/06/2021
4238,Morona Santiago,196535,59,0,9,-2.3,-78.116667,26/06/2021
4239,Napo,133705,107,0,4,-0.989,-77.8159,26/06/2021
4240,Orellana,161338,96,1,23,-0.466667,-76.966667,26/06/2021
4241,Pastaza,114202,87,0,19,-1.066667,-78.001111,26/06/2021
4242,Pichincha,3228233,3164,14,376,-0.218611,-78.509722,26/06/2021
4243,Santa Elena,401178,427,3,281,-2.2267,-80.8583,26/06/2021
4244,Sto. Domingo Tsáchilas,511151,693,0,142,-0.254167,-79.171944,26/06/2021
4245,Sucumbíos,230503,173,0,7,0.084722,-76.882778,26/06/2021
4246,Tungurahua,590600,617,0,352,-1.241667,-78.619722,26/06/2021
4247,Zamora Chinchipe,120416,100,0,14,-4.12,-78.8,26/06/2021
4248,Azuay,881394,514,1,44,-2.897414,-79.004481,27/06/2021
4249,Bolívar,209933,111,0,23,-1.605556,-79.003056,27/06/2021
4250,Carchi,186869,283,1,3,0.81218,-77.71633,27/06/2021
4251,Cañar,281396,137,0,19,-2.733333,-78.833333,27/06/2021
4252,Chimborazo,524004,524,0,141,-1.674347,-78.648294,27/06/2021
4253,Cotopaxi,488716,580,0,129,-0.933333,-78.616667,27/06/2021
4254,El Oro,715751,1091,2,256,-3.266667,-79.966667,27/06/2021
4255,Esmeraldas,591083,388,0,84,1.05,-79.2,27/06/2021
4256,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,27/06/2021
4257,Guayas,4387434,2720,2,1912,-2.183333,-79.883333,27/06/2021
4258,Imbabura,476257,415,0,26,0.362678,-78.130667,27/06/2021
4259,Loja,521154,560,2,157,-3.983333,-79.2,27/06/2021
4260,Los Ríos,921763,491,2,415,-1.8,-79.533333,27/06/2021
4261,Manabí,1562079,2524,1,1177,-1.056181,-80.455217,27/06/2021
4262,Morona Santiago,196535,59,0,9,-2.3,-78.116667,27/06/2021
4263,Napo,133705,107,0,4,-0.989,-77.8159,27/06/2021
4264,Orellana,161338,96,0,23,-0.466667,-76.966667,27/06/2021
4265,Pastaza,114202,87,0,19,-1.066667,-78.001111,27/06/2021
4266,Pichincha,3228233,3166,2,376,-0.218611,-78.509722,27/06/2021
4267,Santa Elena,401178,428,1,281,-2.2267,-80.8583,27/06/2021
4268,Sto. Domingo Tsáchilas,511151,693,0,142,-0.254167,-79.171944,27/06/2021
4269,Sucumbíos,230503,173,0,7,0.084722,-76.882778,27/06/2021
4270,Tungurahua,590600,617,0,376,-1.241667,-78.619722,27/06/2021
4271,Zamora Chinchipe,120416,100,0,14,-4.12,-78.8,27/06/2021
4272,Azuay,881394,514,0,44,-2.897414,-79.004481,28/06/2021
4273,Bolívar,209933,111,0,23,-1.605556,-79.003056,28/06/2021
4274,Carchi,186869,283,0,3,0.81218,-77.71633,28/06/2021
4275,Cañar,281396,137,0,19,-2.733333,-78.833333,28/06/2021
4276,Chimborazo,524004,524,0,141,-1.674347,-78.648294,28/06/2021
4277,Cotopaxi,488716,580,0,129,-0.933333,-78.616667,28/06/2021
4278,El Oro,715751,1091,0,256,-3.266667,-79.966667,28/06/2021
4279,Esmeraldas,591083,388,0,84,1.05,-79.2,28/06/2021
4280,Galápagos,33042,10,0,12,-0.7999999999999999,-89.4,28/06/2021
4281,Guayas,4387434,2720,0,1912,-2.183333,-79.883333,28/06/2021
4282,Imbabura,476257,415,0,26,0.362678,-78.130667,28/06/2021
4283,Loja,521154,560,0,157,-3.983333,-79.2,28/06/2021
4284,Los Ríos,921763,491,0,415,-1.8,-79.533333,28/06/2021
4285,Manabí,1562079,2524,0,1177,-1.056181,-80.455217,28/06/2021
4286,Morona Santiago,196535,59,0,9,-2.3,-78.116667,28/06/2021
4287,Napo,133705,107,0,4,-0.989,-77.8159,28/06/2021
4288,Orellana,161338,96,0,23,-0.466667,-76.966667,28/06/2021
4289,Pastaza,114202,87,0,19,-1.066667,-78.001111,28/06/2021
4290,Pichincha,3228233,3166,0,376,-0.218611,-78.509722,28/06/2021
4291,Santa Elena,401178,428,0,281,-2.2267,-80.8583,28/06/2021
4292,Sto. Domingo Tsáchilas,511151,693,0,142,-0.254167,-79.171944,28/06/2021
4293,Sucumbíos,230503,173,0,7,0.084722,-76.882778,28/06/2021
4294,Tungurahua,590600,617,0,376,-1.241667,-78.619722,28/06/2021
4295,Zamora Chinchipe,120416,100,0,14,-4.12,-78.8,28/06/2021
4296,Azuay,881394,514,0,44,-2.897414,-79.004481,29/06/2021
4297,Bolívar,209933,111,0,23,-1.605556,-79.003056,29/06/2021
4298,Carchi,186869,284,1,3,0.81218,-77.71633,29/06/2021
4299,Cañar,281396,137,0,20,-2.733333,-78.833333,29/06/2021
4300,Chimborazo,524004,524,0,141,-1.674347,-78.648294,29/06/2021
