,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
2424,Azuay,881394,355,0,30,-2.897414,-79.004481,12/04/2021
2425,Bolívar,209933,88,0,19,-1.605556,-79.003056,12/04/2021
2426,Carchi,186869,219,0,3,0.81218,-77.71633,12/04/2021
2427,Cañar,281396,121,0,8,-2.733333,-78.833333,12/04/2021
2428,Chimborazo,524004,413,0,130,-1.674347,-78.648294,12/04/2021
2429,Cotopaxi,488716,405,0,96,-0.933333,-78.616667,12/04/2021
2430,El Oro,715751,818,0,220,-3.266667,-79.966667,12/04/2021
2431,Esmeraldas,591083,317,0,64,1.05,-79.2,12/04/2021
2432,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,12/04/2021
2433,Guayas,4387434,2161,0,1731,-2.183333,-79.883333,12/04/2021
2434,Imbabura,476257,298,0,20,0.362678,-78.130667,12/04/2021
2435,Loja,521154,395,0,80,-3.983333,-79.2,12/04/2021
2436,Los Ríos,921763,420,3,296,-1.8,-79.533333,12/04/2021
2437,Manabí,1562079,1879,1,1105,-1.056181,-80.455217,12/04/2021
2438,Morona Santiago,196535,50,0,1,-2.3,-78.116667,12/04/2021
2439,Napo,133705,91,0,3,-0.989,-77.8159,12/04/2021
2440,Orellana,161338,65,0,21,-0.466667,-76.966667,12/04/2021
2441,Pastaza,114202,73,0,18,-1.066667,-78.001111,12/04/2021
2442,Pichincha,3228233,2587,0,328,-0.218611,-78.509722,12/04/2021
2443,Santa Elena,401178,410,0,280,-2.2267,-80.8583,12/04/2021
2444,Sto. Domingo Tsáchilas,511151,553,0,129,-0.254167,-79.171944,12/04/2021
2445,Sucumbíos,230503,132,0,4,0.084722,-76.882778,12/04/2021
2446,Tungurahua,590600,439,0,328,-1.241667,-78.619722,12/04/2021
2447,Zamora Chinchipe,120416,77,1,2,-4.12,-78.8,12/04/2021
2448,Azuay,881394,355,0,30,-2.897414,-79.004481,13/04/2021
2449,Bolívar,209933,88,0,19,-1.605556,-79.003056,13/04/2021
2450,Carchi,186869,219,0,3,0.81218,-77.71633,13/04/2021
2451,Cañar,281396,121,0,8,-2.733333,-78.833333,13/04/2021
2452,Chimborazo,524004,413,0,130,-1.674347,-78.648294,13/04/2021
2453,Cotopaxi,488716,406,1,96,-0.933333,-78.616667,13/04/2021
2454,El Oro,715751,826,8,222,-3.266667,-79.966667,13/04/2021
2455,Esmeraldas,591083,317,0,64,1.05,-79.2,13/04/2021
2456,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,13/04/2021
2457,Guayas,4387434,2162,1,1731,-2.183333,-79.883333,13/04/2021
2458,Imbabura,476257,298,0,20,0.362678,-78.130667,13/04/2021
2459,Loja,521154,395,0,80,-3.983333,-79.2,13/04/2021
2460,Los Ríos,921763,420,0,297,-1.8,-79.533333,13/04/2021
2461,Manabí,1562079,1888,9,1109,-1.056181,-80.455217,13/04/2021
2462,Morona Santiago,196535,52,2,1,-2.3,-78.116667,13/04/2021
2463,Napo,133705,91,0,3,-0.989,-77.8159,13/04/2021
2464,Orellana,161338,65,0,21,-0.466667,-76.966667,13/04/2021
2465,Pastaza,114202,73,0,18,-1.066667,-78.001111,13/04/2021
2466,Pichincha,3228233,2610,23,328,-0.218611,-78.509722,13/04/2021
2467,Santa Elena,401178,410,0,280,-2.2267,-80.8583,13/04/2021
2468,Sto. Domingo Tsáchilas,511151,553,0,129,-0.254167,-79.171944,13/04/2021
2469,Sucumbíos,230503,132,0,4,0.084722,-76.882778,13/04/2021
2470,Tungurahua,590600,440,1,328,-1.241667,-78.619722,13/04/2021
2471,Zamora Chinchipe,120416,78,1,2,-4.12,-78.8,13/04/2021
2472,Azuay,881394,356,1,30,-2.897414,-79.004481,14/04/2021
2473,Bolívar,209933,89,1,19,-1.605556,-79.003056,14/04/2021
2474,Carchi,186869,219,0,3,0.81218,-77.71633,14/04/2021
2475,Cañar,281396,121,0,8,-2.733333,-78.833333,14/04/2021
2476,Chimborazo,524004,413,0,130,-1.674347,-78.648294,14/04/2021
2477,Cotopaxi,488716,407,1,96,-0.933333,-78.616667,14/04/2021
2478,El Oro,715751,830,4,223,-3.266667,-79.966667,14/04/2021
2479,Esmeraldas,591083,320,3,64,1.05,-79.2,14/04/2021
2480,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,14/04/2021
2481,Guayas,4387434,2164,2,1733,-2.183333,-79.883333,14/04/2021
2482,Imbabura,476257,298,0,20,0.362678,-78.130667,14/04/2021
2483,Loja,521154,401,6,81,-3.983333,-79.2,14/04/2021
2484,Los Ríos,921763,421,1,297,-1.8,-79.533333,14/04/2021
2485,Manabí,1562079,1896,8,1115,-1.056181,-80.455217,14/04/2021
2486,Morona Santiago,196535,52,0,1,-2.3,-78.116667,14/04/2021
2487,Napo,133705,92,1,4,-0.989,-77.8159,14/04/2021
2488,Orellana,161338,65,0,21,-0.466667,-76.966667,14/04/2021
2489,Pastaza,114202,73,0,18,-1.066667,-78.001111,14/04/2021
2490,Pichincha,3228233,2618,8,329,-0.218611,-78.509722,14/04/2021
2491,Santa Elena,401178,410,0,280,-2.2267,-80.8583,14/04/2021
2492,Sto. Domingo Tsáchilas,511151,553,0,129,-0.254167,-79.171944,14/04/2021
2493,Sucumbíos,230503,132,0,4,0.084722,-76.882778,14/04/2021
2494,Tungurahua,590600,440,0,328,-1.241667,-78.619722,14/04/2021
2495,Zamora Chinchipe,120416,79,1,2,-4.12,-78.8,14/04/2021
2496,Azuay,881394,357,1,30,-2.897414,-79.004481,15/04/2021
2497,Bolívar,209933,89,0,19,-1.605556,-79.003056,15/04/2021
2498,Carchi,186869,219,0,3,0.81218,-77.71633,15/04/2021
2499,Cañar,281396,121,0,8,-2.733333,-78.833333,15/04/2021
2500,Chimborazo,524004,413,0,130,-1.674347,-78.648294,15/04/2021
2501,Cotopaxi,488716,407,0,96,-0.933333,-78.616667,15/04/2021
2502,El Oro,715751,835,5,223,-3.266667,-79.966667,15/04/2021
2503,Esmeraldas,591083,321,1,64,1.05,-79.2,15/04/2021
2504,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,15/04/2021
2505,Guayas,4387434,2166,2,1733,-2.183333,-79.883333,15/04/2021
2506,Imbabura,476257,309,11,21,0.362678,-78.130667,15/04/2021
2507,Loja,521154,412,11,82,-3.983333,-79.2,15/04/2021
2508,Los Ríos,921763,422,1,297,-1.8,-79.533333,15/04/2021
2509,Manabí,1562079,1915,19,1118,-1.056181,-80.455217,15/04/2021
2510,Morona Santiago,196535,53,1,1,-2.3,-78.116667,15/04/2021
2511,Napo,133705,92,0,4,-0.989,-77.8159,15/04/2021
2512,Orellana,161338,65,0,21,-0.466667,-76.966667,15/04/2021
2513,Pastaza,114202,73,0,18,-1.066667,-78.001111,15/04/2021
2514,Pichincha,3228233,2637,19,329,-0.218611,-78.509722,15/04/2021
2515,Santa Elena,401178,410,0,280,-2.2267,-80.8583,15/04/2021
2516,Sto. Domingo Tsáchilas,511151,562,9,129,-0.254167,-79.171944,15/04/2021
2517,Sucumbíos,230503,133,1,4,0.084722,-76.882778,15/04/2021
2518,Tungurahua,590600,440,0,328,-1.241667,-78.619722,15/04/2021
2519,Zamora Chinchipe,120416,81,2,2,-4.12,-78.8,15/04/2021
2520,Azuay,881394,358,1,30,-2.897414,-79.004481,16/04/2021
2521,Bolívar,209933,89,0,19,-1.605556,-79.003056,16/04/2021
2522,Carchi,186869,219,0,3,0.81218,-77.71633,16/04/2021
2523,Cañar,281396,122,1,8,-2.733333,-78.833333,16/04/2021
2524,Chimborazo,524004,413,0,130,-1.674347,-78.648294,16/04/2021
2525,Cotopaxi,488716,407,0,96,-0.933333,-78.616667,16/04/2021
2526,El Oro,715751,838,3,223,-3.266667,-79.966667,16/04/2021
2527,Esmeraldas,591083,321,0,64,1.05,-79.2,16/04/2021
2528,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,16/04/2021
2529,Guayas,4387434,2183,17,1735,-2.183333,-79.883333,16/04/2021
2530,Imbabura,476257,309,0,21,0.362678,-78.130667,16/04/2021
2531,Loja,521154,414,2,82,-3.983333,-79.2,16/04/2021
2532,Los Ríos,921763,423,1,297,-1.8,-79.533333,16/04/2021
2533,Manabí,1562079,1916,1,1120,-1.056181,-80.455217,16/04/2021
2534,Morona Santiago,196535,53,0,3,-2.3,-78.116667,16/04/2021
2535,Napo,133705,92,0,4,-0.989,-77.8159,16/04/2021
2536,Orellana,161338,65,0,21,-0.466667,-76.966667,16/04/2021
2537,Pastaza,114202,73,0,19,-1.066667,-78.001111,16/04/2021
2538,Pichincha,3228233,2642,5,329,-0.218611,-78.509722,16/04/2021
2539,Santa Elena,401178,410,0,280,-2.2267,-80.8583,16/04/2021
2540,Sto. Domingo Tsáchilas,511151,564,2,129,-0.254167,-79.171944,16/04/2021
2541,Sucumbíos,230503,133,0,4,0.084722,-76.882778,16/04/2021
2542,Tungurahua,590600,440,0,328,-1.241667,-78.619722,16/04/2021
2543,Zamora Chinchipe,120416,81,0,2,-4.12,-78.8,16/04/2021
2544,Azuay,881394,358,0,31,-2.897414,-79.004481,17/04/2021
2545,Bolívar,209933,91,2,19,-1.605556,-79.003056,17/04/2021
2546,Carchi,186869,219,0,3,0.81218,-77.71633,17/04/2021
2547,Cañar,281396,122,0,8,-2.733333,-78.833333,17/04/2021
2548,Chimborazo,524004,413,0,130,-1.674347,-78.648294,17/04/2021
2549,Cotopaxi,488716,407,0,96,-0.933333,-78.616667,17/04/2021
2550,El Oro,715751,840,2,223,-3.266667,-79.966667,17/04/2021
2551,Esmeraldas,591083,324,3,64,1.05,-79.2,17/04/2021
2552,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,17/04/2021
2553,Guayas,4387434,2221,38,1738,-2.183333,-79.883333,17/04/2021
2554,Imbabura,476257,309,0,21,0.362678,-78.130667,17/04/2021
2555,Loja,521154,417,3,82,-3.983333,-79.2,17/04/2021
2556,Los Ríos,921763,426,3,297,-1.8,-79.533333,17/04/2021
2557,Manabí,1562079,1928,12,1124,-1.056181,-80.455217,17/04/2021
2558,Morona Santiago,196535,53,0,3,-2.3,-78.116667,17/04/2021
2559,Napo,133705,92,0,4,-0.989,-77.8159,17/04/2021
2560,Orellana,161338,65,0,21,-0.466667,-76.966667,17/04/2021
2561,Pastaza,114202,74,1,18,-1.066667,-78.001111,17/04/2021
2562,Pichincha,3228233,2677,35,332,-0.218611,-78.509722,17/04/2021
2563,Santa Elena,401178,410,0,280,-2.2267,-80.8583,17/04/2021
2564,Sto. Domingo Tsáchilas,511151,565,1,129,-0.254167,-79.171944,17/04/2021
2565,Sucumbíos,230503,136,3,4,0.084722,-76.882778,17/04/2021
2566,Tungurahua,590600,440,0,328,-1.241667,-78.619722,17/04/2021
2567,Zamora Chinchipe,120416,81,0,2,-4.12,-78.8,17/04/2021
2568,Azuay,881394,358,0,31,-2.897414,-79.004481,18/04/2021
2569,Bolívar,209933,92,1,20,-1.605556,-79.003056,18/04/2021
2570,Carchi,186869,219,0,3,0.81218,-77.71633,18/04/2021
2571,Cañar,281396,122,0,8,-2.733333,-78.833333,18/04/2021
2572,Chimborazo,524004,416,3,130,-1.674347,-78.648294,18/04/2021
2573,Cotopaxi,488716,407,0,96,-0.933333,-78.616667,18/04/2021
2574,El Oro,715751,842,2,224,-3.266667,-79.966667,18/04/2021
2575,Esmeraldas,591083,324,0,65,1.05,-79.2,18/04/2021
2576,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,18/04/2021
2577,Guayas,4387434,2243,22,1749,-2.183333,-79.883333,18/04/2021
2578,Imbabura,476257,310,1,21,0.362678,-78.130667,18/04/2021
2579,Loja,521154,419,2,82,-3.983333,-79.2,18/04/2021
2580,Los Ríos,921763,428,2,301,-1.8,-79.533333,18/04/2021
2581,Manabí,1562079,1932,4,1124,-1.056181,-80.455217,18/04/2021
2582,Morona Santiago,196535,53,0,3,-2.3,-78.116667,18/04/2021
2583,Napo,133705,92,0,4,-0.989,-77.8159,18/04/2021
2584,Orellana,161338,65,0,21,-0.466667,-76.966667,18/04/2021
2585,Pastaza,114202,74,0,18,-1.066667,-78.001111,18/04/2021
2586,Pichincha,3228233,2677,0,332,-0.218611,-78.509722,18/04/2021
2587,Santa Elena,401178,410,0,280,-2.2267,-80.8583,18/04/2021
2588,Sto. Domingo Tsáchilas,511151,570,5,130,-0.254167,-79.171944,18/04/2021
2589,Sucumbíos,230503,137,1,4,0.084722,-76.882778,18/04/2021
2590,Tungurahua,590600,440,0,328,-1.241667,-78.619722,18/04/2021
2591,Zamora Chinchipe,120416,81,0,2,-4.12,-78.8,18/04/2021
2592,Azuay,881394,358,0,31,-2.897414,-79.004481,19/04/2021
2593,Bolívar,209933,92,0,20,-1.605556,-79.003056,19/04/2021
2594,Carchi,186869,219,0,3,0.81218,-77.71633,19/04/2021
2595,Cañar,281396,122,0,8,-2.733333,-78.833333,19/04/2021
2596,Chimborazo,524004,416,0,130,-1.674347,-78.648294,19/04/2021
2597,Cotopaxi,488716,407,0,96,-0.933333,-78.616667,19/04/2021
2598,El Oro,715751,842,0,224,-3.266667,-79.966667,19/04/2021
2599,Esmeraldas,591083,324,0,65,1.05,-79.2,19/04/2021
2600,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,19/04/2021
2601,Guayas,4387434,2243,0,1749,-2.183333,-79.883333,19/04/2021
2602,Imbabura,476257,310,0,21,0.362678,-78.130667,19/04/2021
2603,Loja,521154,419,0,82,-3.983333,-79.2,19/04/2021
2604,Los Ríos,921763,428,0,301,-1.8,-79.533333,19/04/2021
2605,Manabí,1562079,1932,0,1124,-1.056181,-80.455217,19/04/2021
2606,Morona Santiago,196535,53,0,3,-2.3,-78.116667,19/04/2021
2607,Napo,133705,92,0,4,-0.989,-77.8159,19/04/2021
2608,Orellana,161338,65,0,21,-0.466667,-76.966667,19/04/2021
2609,Pastaza,114202,74,0,18,-1.066667,-78.001111,19/04/2021
2610,Pichincha,3228233,2677,0,332,-0.218611,-78.509722,19/04/2021
2611,Santa Elena,401178,410,0,280,-2.2267,-80.8583,19/04/2021
2612,Sto. Domingo Tsáchilas,511151,570,0,130,-0.254167,-79.171944,19/04/2021
2613,Sucumbíos,230503,137,0,4,0.084722,-76.882778,19/04/2021
2614,Tungurahua,590600,440,0,328,-1.241667,-78.619722,19/04/2021
2615,Zamora Chinchipe,120416,81,0,2,-4.12,-78.8,19/04/2021
2616,Azuay,881394,360,2,31,-2.897414,-79.004481,20/04/2021
2617,Bolívar,209933,92,0,20,-1.605556,-79.003056,20/04/2021
2618,Carchi,186869,219,0,3,0.81218,-77.71633,20/04/2021
2619,Cañar,281396,122,0,8,-2.733333,-78.833333,20/04/2021
2620,Chimborazo,524004,416,0,130,-1.674347,-78.648294,20/04/2021
2621,Cotopaxi,488716,407,0,97,-0.933333,-78.616667,20/04/2021
2622,El Oro,715751,847,5,224,-3.266667,-79.966667,20/04/2021
2623,Esmeraldas,591083,324,0,66,1.05,-79.2,20/04/2021
2624,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,20/04/2021
2625,Guayas,4387434,2244,1,1749,-2.183333,-79.883333,20/04/2021
2626,Imbabura,476257,310,0,21,0.362678,-78.130667,20/04/2021
2627,Loja,521154,429,10,86,-3.983333,-79.2,20/04/2021
2628,Los Ríos,921763,428,0,307,-1.8,-79.533333,20/04/2021
2629,Manabí,1562079,1937,5,1126,-1.056181,-80.455217,20/04/2021
2630,Morona Santiago,196535,53,0,3,-2.3,-78.116667,20/04/2021
2631,Napo,133705,92,0,4,-0.989,-77.8159,20/04/2021
2632,Orellana,161338,65,0,21,-0.466667,-76.966667,20/04/2021
2633,Pastaza,114202,74,0,18,-1.066667,-78.001111,20/04/2021
2634,Pichincha,3228233,2681,4,332,-0.218611,-78.509722,20/04/2021
2635,Santa Elena,401178,410,0,280,-2.2267,-80.8583,20/04/2021
2636,Sto. Domingo Tsáchilas,511151,570,0,130,-0.254167,-79.171944,20/04/2021
2637,Sucumbíos,230503,137,0,4,0.084722,-76.882778,20/04/2021
2638,Tungurahua,590600,440,0,328,-1.241667,-78.619722,20/04/2021
2639,Zamora Chinchipe,120416,81,0,2,-4.12,-78.8,20/04/2021
2640,Azuay,881394,361,1,32,-2.897414,-79.004481,21/04/2021
2641,Bolívar,209933,94,2,20,-1.605556,-79.003056,21/04/2021
2642,Carchi,186869,219,0,3,0.81218,-77.71633,21/04/2021
2643,Cañar,281396,122,0,8,-2.733333,-78.833333,21/04/2021
2644,Chimborazo,524004,416,0,130,-1.674347,-78.648294,21/04/2021
2645,Cotopaxi,488716,408,1,97,-0.933333,-78.616667,21/04/2021
2646,El Oro,715751,850,3,223,-3.266667,-79.966667,21/04/2021
2647,Esmeraldas,591083,326,2,66,1.05,-79.2,21/04/2021
2648,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,21/04/2021
2649,Guayas,4387434,2257,13,1752,-2.183333,-79.883333,21/04/2021
2650,Imbabura,476257,310,0,21,0.362678,-78.130667,21/04/2021
2651,Loja,521154,429,0,88,-3.983333,-79.2,21/04/2021
2652,Los Ríos,921763,430,2,310,-1.8,-79.533333,21/04/2021
2653,Manabí,1562079,1952,15,1130,-1.056181,-80.455217,21/04/2021
2654,Morona Santiago,196535,53,0,3,-2.3,-78.116667,21/04/2021
2655,Napo,133705,92,0,4,-0.989,-77.8159,21/04/2021
2656,Orellana,161338,65,0,21,-0.466667,-76.966667,21/04/2021
2657,Pastaza,114202,74,0,18,-1.066667,-78.001111,21/04/2021
2658,Pichincha,3228233,2682,1,332,-0.218611,-78.509722,21/04/2021
2659,Santa Elena,401178,410,0,280,-2.2267,-80.8583,21/04/2021
2660,Sto. Domingo Tsáchilas,511151,574,4,130,-0.254167,-79.171944,21/04/2021
2661,Sucumbíos,230503,140,3,4,0.084722,-76.882778,21/04/2021
2662,Tungurahua,590600,441,1,328,-1.241667,-78.619722,21/04/2021
2663,Zamora Chinchipe,120416,81,0,2,-4.12,-78.8,21/04/2021
2664,Azuay,881394,366,5,32,-2.897414,-79.004481,22/04/2021
2665,Bolívar,209933,98,4,20,-1.605556,-79.003056,22/04/2021
2666,Carchi,186869,226,7,3,0.81218,-77.71633,22/04/2021
2667,Cañar,281396,122,0,8,-2.733333,-78.833333,22/04/2021
2668,Chimborazo,524004,416,0,130,-1.674347,-78.648294,22/04/2021
2669,Cotopaxi,488716,412,4,97,-0.933333,-78.616667,22/04/2021
2670,El Oro,715751,861,11,224,-3.266667,-79.966667,22/04/2021
2671,Esmeraldas,591083,326,0,67,1.05,-79.2,22/04/2021
2672,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,22/04/2021
2673,Guayas,4387434,2288,31,1752,-2.183333,-79.883333,22/04/2021
2674,Imbabura,476257,322,12,21,0.362678,-78.130667,22/04/2021
2675,Loja,521154,444,15,105,-3.983333,-79.2,22/04/2021
2676,Los Ríos,921763,431,1,318,-1.8,-79.533333,22/04/2021
2677,Manabí,1562079,1961,9,1138,-1.056181,-80.455217,22/04/2021
2678,Morona Santiago,196535,53,0,4,-2.3,-78.116667,22/04/2021
2679,Napo,133705,92,0,4,-0.989,-77.8159,22/04/2021
2680,Orellana,161338,66,1,21,-0.466667,-76.966667,22/04/2021
2681,Pastaza,114202,74,0,18,-1.066667,-78.001111,22/04/2021
2682,Pichincha,3228233,2697,15,333,-0.218611,-78.509722,22/04/2021
2683,Santa Elena,401178,410,0,280,-2.2267,-80.8583,22/04/2021
2684,Sto. Domingo Tsáchilas,511151,574,0,131,-0.254167,-79.171944,22/04/2021
2685,Sucumbíos,230503,140,0,5,0.084722,-76.882778,22/04/2021
2686,Tungurahua,590600,443,2,330,-1.241667,-78.619722,22/04/2021
2687,Zamora Chinchipe,120416,84,3,2,-4.12,-78.8,22/04/2021
2688,Azuay,881394,368,2,32,-2.897414,-79.004481,23/04/2021
2689,Bolívar,209933,98,0,20,-1.605556,-79.003056,23/04/2021
2690,Carchi,186869,226,0,3,0.81218,-77.71633,23/04/2021
2691,Cañar,281396,125,3,8,-2.733333,-78.833333,23/04/2021
2692,Chimborazo,524004,416,0,130,-1.674347,-78.648294,23/04/2021
2693,Cotopaxi,488716,413,1,99,-0.933333,-78.616667,23/04/2021
2694,El Oro,715751,868,7,225,-3.266667,-79.966667,23/04/2021
2695,Esmeraldas,591083,333,7,67,1.05,-79.2,23/04/2021
2696,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,23/04/2021
2697,Guayas,4387434,2307,19,1753,-2.183333,-79.883333,23/04/2021
2698,Imbabura,476257,322,0,23,0.362678,-78.130667,23/04/2021
2699,Loja,521154,450,6,107,-3.983333,-79.2,23/04/2021
2700,Los Ríos,921763,431,0,323,-1.8,-79.533333,23/04/2021
2701,Manabí,1562079,1984,23,1141,-1.056181,-80.455217,23/04/2021
2702,Morona Santiago,196535,53,0,4,-2.3,-78.116667,23/04/2021
2703,Napo,133705,92,0,4,-0.989,-77.8159,23/04/2021
2704,Orellana,161338,66,0,21,-0.466667,-76.966667,23/04/2021
2705,Pastaza,114202,74,0,18,-1.066667,-78.001111,23/04/2021
2706,Pichincha,3228233,2703,6,334,-0.218611,-78.509722,23/04/2021
2707,Santa Elena,401178,410,0,280,-2.2267,-80.8583,23/04/2021
2708,Sto. Domingo Tsáchilas,511151,577,3,131,-0.254167,-79.171944,23/04/2021
2709,Sucumbíos,230503,143,3,5,0.084722,-76.882778,23/04/2021
2710,Tungurahua,590600,443,0,330,-1.241667,-78.619722,23/04/2021
2711,Zamora Chinchipe,120416,84,0,2,-4.12,-78.8,23/04/2021
2712,Azuay,881394,372,4,32,-2.897414,-79.004481,24/04/2021
2713,Bolívar,209933,98,0,20,-1.605556,-79.003056,24/04/2021
2714,Carchi,186869,228,2,3,0.81218,-77.71633,24/04/2021
2715,Cañar,281396,125,0,8,-2.733333,-78.833333,24/04/2021
2716,Chimborazo,524004,417,1,130,-1.674347,-78.648294,24/04/2021
2717,Cotopaxi,488716,413,0,99,-0.933333,-78.616667,24/04/2021
2718,El Oro,715751,871,3,225,-3.266667,-79.966667,24/04/2021
2719,Esmeraldas,591083,344,11,68,1.05,-79.2,24/04/2021
2720,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,24/04/2021
2721,Guayas,4387434,2310,3,1754,-2.183333,-79.883333,24/04/2021
2722,Imbabura,476257,326,4,23,0.362678,-78.130667,24/04/2021
2723,Loja,521154,452,2,107,-3.983333,-79.2,24/04/2021
2724,Los Ríos,921763,431,0,326,-1.8,-79.533333,24/04/2021
2725,Manabí,1562079,2026,42,1142,-1.056181,-80.455217,24/04/2021
2726,Morona Santiago,196535,54,1,4,-2.3,-78.116667,24/04/2021
2727,Napo,133705,94,2,4,-0.989,-77.8159,24/04/2021
2728,Orellana,161338,66,0,21,-0.466667,-76.966667,24/04/2021
2729,Pastaza,114202,74,0,18,-1.066667,-78.001111,24/04/2021
2730,Pichincha,3228233,2707,4,334,-0.218611,-78.509722,24/04/2021
2731,Santa Elena,401178,410,0,280,-2.2267,-80.8583,24/04/2021
2732,Sto. Domingo Tsáchilas,511151,583,6,131,-0.254167,-79.171944,24/04/2021
2733,Sucumbíos,230503,146,3,5,0.084722,-76.882778,24/04/2021
2734,Tungurahua,590600,443,0,330,-1.241667,-78.619722,24/04/2021
2735,Zamora Chinchipe,120416,86,2,2,-4.12,-78.8,24/04/2021
2736,Azuay,881394,372,0,32,-2.897414,-79.004481,25/04/2021
2737,Bolívar,209933,98,0,20,-1.605556,-79.003056,25/04/2021
2738,Carchi,186869,228,0,3,0.81218,-77.71633,25/04/2021
2739,Cañar,281396,125,0,8,-2.733333,-78.833333,25/04/2021
2740,Chimborazo,524004,417,0,130,-1.674347,-78.648294,25/04/2021
2741,Cotopaxi,488716,413,0,99,-0.933333,-78.616667,25/04/2021
2742,El Oro,715751,871,0,225,-3.266667,-79.966667,25/04/2021
2743,Esmeraldas,591083,344,0,68,1.05,-79.2,25/04/2021
2744,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,25/04/2021
2745,Guayas,4387434,2310,0,1754,-2.183333,-79.883333,25/04/2021
2746,Imbabura,476257,327,1,23,0.362678,-78.130667,25/04/2021
2747,Loja,521154,453,1,107,-3.983333,-79.2,25/04/2021
2748,Los Ríos,921763,431,0,331,-1.8,-79.533333,25/04/2021
2749,Manabí,1562079,2030,4,1142,-1.056181,-80.455217,25/04/2021
2750,Morona Santiago,196535,54,0,4,-2.3,-78.116667,25/04/2021
2751,Napo,133705,94,0,4,-0.989,-77.8159,25/04/2021
2752,Orellana,161338,66,0,21,-0.466667,-76.966667,25/04/2021
2753,Pastaza,114202,74,0,18,-1.066667,-78.001111,25/04/2021
2754,Pichincha,3228233,2711,4,335,-0.218611,-78.509722,25/04/2021
2755,Santa Elena,401178,410,0,280,-2.2267,-80.8583,25/04/2021
2756,Sto. Domingo Tsáchilas,511151,586,3,131,-0.254167,-79.171944,25/04/2021
2757,Sucumbíos,230503,146,0,5,0.084722,-76.882778,25/04/2021
2758,Tungurahua,590600,443,0,330,-1.241667,-78.619722,25/04/2021
2759,Zamora Chinchipe,120416,86,0,2,-4.12,-78.8,25/04/2021
2760,Azuay,881394,372,0,33,-2.897414,-79.004481,26/04/2021
2761,Bolívar,209933,98,0,20,-1.605556,-79.003056,26/04/2021
2762,Carchi,186869,229,1,3,0.81218,-77.71633,26/04/2021
2763,Cañar,281396,125,0,8,-2.733333,-78.833333,26/04/2021
2764,Chimborazo,524004,418,1,130,-1.674347,-78.648294,26/04/2021
2765,Cotopaxi,488716,414,1,99,-0.933333,-78.616667,26/04/2021
2766,El Oro,715751,880,9,225,-3.266667,-79.966667,26/04/2021
2767,Esmeraldas,591083,344,0,68,1.05,-79.2,26/04/2021
2768,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,26/04/2021
2769,Guayas,4387434,2369,59,1760,-2.183333,-79.883333,26/04/2021
2770,Imbabura,476257,327,0,23,0.362678,-78.130667,26/04/2021
2771,Loja,521154,454,1,107,-3.983333,-79.2,26/04/2021
2772,Los Ríos,921763,433,2,336,-1.8,-79.533333,26/04/2021
2773,Manabí,1562079,2037,7,1142,-1.056181,-80.455217,26/04/2021
2774,Morona Santiago,196535,54,0,4,-2.3,-78.116667,26/04/2021
2775,Napo,133705,94,0,4,-0.989,-77.8159,26/04/2021
2776,Orellana,161338,66,0,21,-0.466667,-76.966667,26/04/2021
2777,Pastaza,114202,74,0,18,-1.066667,-78.001111,26/04/2021
2778,Pichincha,3228233,2728,17,343,-0.218611,-78.509722,26/04/2021
2779,Santa Elena,401178,411,1,281,-2.2267,-80.8583,26/04/2021
2780,Sto. Domingo Tsáchilas,511151,587,1,132,-0.254167,-79.171944,26/04/2021
2781,Sucumbíos,230503,146,0,5,0.084722,-76.882778,26/04/2021
2782,Tungurahua,590600,443,0,331,-1.241667,-78.619722,26/04/2021
2783,Zamora Chinchipe,120416,86,0,2,-4.12,-78.8,26/04/2021
2784,Azuay,881394,373,1,33,-2.897414,-79.004481,27/04/2021
2785,Bolívar,209933,99,1,20,-1.605556,-79.003056,27/04/2021
2786,Carchi,186869,231,2,3,0.81218,-77.71633,27/04/2021
2787,Cañar,281396,125,0,8,-2.733333,-78.833333,27/04/2021
2788,Chimborazo,524004,418,0,130,-1.674347,-78.648294,27/04/2021
2789,Cotopaxi,488716,415,1,100,-0.933333,-78.616667,27/04/2021
2790,El Oro,715751,884,4,225,-3.266667,-79.966667,27/04/2021
2791,Esmeraldas,591083,348,4,68,1.05,-79.2,27/04/2021
2792,Galápagos,33042,9,0,7,-0.7999999999999999,-89.4,27/04/2021
2793,Guayas,4387434,2369,0,1761,-2.183333,-79.883333,27/04/2021
2794,Imbabura,476257,327,0,23,0.362678,-78.130667,27/04/2021
