,provincia,poblacion,total,nuevas,lat,lng,created_at
394,Imbabura,476257,6796,52,0.362678,-78.130667,17/01/2021
395,Loja,521154,8250,49,-3.983333,-79.2,17/01/2021
396,Los Ríos,921763,5404,52,-1.8,-79.533333,17/01/2021
397,Manabí,1562079,16337,93,-1.056181,-80.455217,17/01/2021
398,Morona Santiago,196535,4002,18,-2.3,-78.116667,17/01/2021
399,Napo,133705,1825,0,-0.989,-77.8159,17/01/2021
400,Orellana,161338,2157,0,-0.466667,-76.966667,17/01/2021
401,Pastaza,114202,2460,1,-1.066667,-78.001111,17/01/2021
402,Pichincha,3228233,81130,28,-0.218611,-78.509722,17/01/2021
403,Santa Elena,401178,2921,1,-2.2267,-80.8583,17/01/2021
404,Sto. Domingo Tsáchilas,511151,6352,12,-0.254167,-79.171944,17/01/2021
405,Sucumbíos,230503,3092,0,0.084722,-76.882778,17/01/2021
406,Tungurahua,590600,8311,5,-1.241667,-78.619722,17/01/2021
407,Zamora Chinchipe,120416,1719,4,-4.12,-78.8,17/01/2021
408,Azuay,881394,14763,26,-2.897414,-79.004481,18/01/2021
409,Bolívar,209933,2703,0,-1.605556,-79.003056,18/01/2021
410,Carchi,186869,4175,0,0.81218,-77.71633,18/01/2021
411,Cañar,281396,3109,3,-2.733333,-78.833333,18/01/2021
412,Chimborazo,524004,3816,1,-1.674347,-78.648294,18/01/2021
413,Cotopaxi,488716,6449,1,-0.933333,-78.616667,18/01/2021
414,El Oro,715751,9478,12,-3.266667,-79.966667,18/01/2021
415,Esmeraldas,591083,5235,0,1.05,-79.2,18/01/2021
416,Galápagos,33042,1138,0,-0.7999999999999999,-89.4,18/01/2021
417,Guayas,4387434,29923,20,-2.183333,-79.883333,18/01/2021
418,Imbabura,476257,6797,1,0.362678,-78.130667,18/01/2021
419,Loja,521154,8276,26,-3.983333,-79.2,18/01/2021
420,Los Ríos,921763,5404,0,-1.8,-79.533333,18/01/2021
421,Manabí,1562079,16356,19,-1.056181,-80.455217,18/01/2021
422,Morona Santiago,196535,4003,1,-2.3,-78.116667,18/01/2021
423,Napo,133705,1828,3,-0.989,-77.8159,18/01/2021
424,Orellana,161338,2157,0,-0.466667,-76.966667,18/01/2021
425,Pastaza,114202,2461,1,-1.066667,-78.001111,18/01/2021
426,Pichincha,3228233,81133,3,-0.218611,-78.509722,18/01/2021
427,Santa Elena,401178,2922,1,-2.2267,-80.8583,18/01/2021
428,Sto. Domingo Tsáchilas,511151,6352,0,-0.254167,-79.171944,18/01/2021
429,Sucumbíos,230503,3092,0,0.084722,-76.882778,18/01/2021
430,Tungurahua,590600,8354,43,-1.241667,-78.619722,18/01/2021
431,Zamora Chinchipe,120416,1720,1,-4.12,-78.8,18/01/2021
432,Azuay,881394,14847,84,-2.897414,-79.004481,19/01/2021
433,Bolívar,209933,2727,24,-1.605556,-79.003056,19/01/2021
434,Carchi,186869,4184,9,0.81218,-77.71633,19/01/2021
435,Cañar,281396,3132,23,-2.733333,-78.833333,19/01/2021
436,Chimborazo,524004,3827,11,-1.674347,-78.648294,19/01/2021
437,Cotopaxi,488716,6464,15,-0.933333,-78.616667,19/01/2021
438,El Oro,715751,9584,106,-3.266667,-79.966667,19/01/2021
439,Esmeraldas,591083,5238,3,1.05,-79.2,19/01/2021
440,Galápagos,33042,1148,10,-0.7999999999999999,-89.4,19/01/2021
441,Guayas,4387434,30102,179,-2.183333,-79.883333,19/01/2021
442,Imbabura,476257,6845,48,0.362678,-78.130667,19/01/2021
443,Loja,521154,8287,11,-3.983333,-79.2,19/01/2021
444,Los Ríos,921763,5438,34,-1.8,-79.533333,19/01/2021
445,Manabí,1562079,16415,59,-1.056181,-80.455217,19/01/2021
446,Morona Santiago,196535,4005,2,-2.3,-78.116667,19/01/2021
447,Napo,133705,1838,10,-0.989,-77.8159,19/01/2021
448,Orellana,161338,2157,0,-0.466667,-76.966667,19/01/2021
449,Pastaza,114202,2461,0,-1.066667,-78.001111,19/01/2021
450,Pichincha,3228233,81323,190,-0.218611,-78.509722,19/01/2021
451,Santa Elena,401178,2938,16,-2.2267,-80.8583,19/01/2021
452,Sto. Domingo Tsáchilas,511151,6357,5,-0.254167,-79.171944,19/01/2021
453,Sucumbíos,230503,3138,46,0.084722,-76.882778,19/01/2021
454,Tungurahua,590600,8392,38,-1.241667,-78.619722,19/01/2021
455,Zamora Chinchipe,120416,1721,1,-4.12,-78.8,19/01/2021
456,Azuay,881394,14996,149,-2.897414,-79.004481,20/01/2021
457,Bolívar,209933,2750,23,-1.605556,-79.003056,20/01/2021
458,Carchi,186869,4364,180,0.81218,-77.71633,20/01/2021
459,Cañar,281396,3172,40,-2.733333,-78.833333,20/01/2021
460,Chimborazo,524004,3841,14,-1.674347,-78.648294,20/01/2021
461,Cotopaxi,488716,6497,33,-0.933333,-78.616667,20/01/2021
462,El Oro,715751,9648,64,-3.266667,-79.966667,20/01/2021
463,Esmeraldas,591083,5239,1,1.05,-79.2,20/01/2021
464,Galápagos,33042,1156,8,-0.7999999999999999,-89.4,20/01/2021
465,Guayas,4387434,30239,137,-2.183333,-79.883333,20/01/2021
466,Imbabura,476257,6888,43,0.362678,-78.130667,20/01/2021
467,Loja,521154,8313,26,-3.983333,-79.2,20/01/2021
468,Los Ríos,921763,5481,43,-1.8,-79.533333,20/01/2021
469,Manabí,1562079,16571,156,-1.056181,-80.455217,20/01/2021
470,Morona Santiago,196535,4020,15,-2.3,-78.116667,20/01/2021
471,Napo,133705,1842,4,-0.989,-77.8159,20/01/2021
472,Orellana,161338,2159,2,-0.466667,-76.966667,20/01/2021
473,Pastaza,114202,2465,4,-1.066667,-78.001111,20/01/2021
474,Pichincha,3228233,82025,702,-0.218611,-78.509722,20/01/2021
475,Santa Elena,401178,2945,7,-2.2267,-80.8583,20/01/2021
476,Sto. Domingo Tsáchilas,511151,6416,59,-0.254167,-79.171944,20/01/2021
477,Sucumbíos,230503,3143,5,0.084722,-76.882778,20/01/2021
478,Tungurahua,590600,8424,32,-1.241667,-78.619722,20/01/2021
479,Zamora Chinchipe,120416,1721,0,-4.12,-78.8,20/01/2021
480,Azuay,881394,15108,112,-2.897414,-79.004481,21/01/2021
481,Bolívar,209933,2763,13,-1.605556,-79.003056,21/01/2021
482,Carchi,186869,4409,45,0.81218,-77.71633,21/01/2021
483,Cañar,281396,3227,55,-2.733333,-78.833333,21/01/2021
484,Chimborazo,524004,3885,44,-1.674347,-78.648294,21/01/2021
485,Cotopaxi,488716,6570,73,-0.933333,-78.616667,21/01/2021
486,El Oro,715751,9768,120,-3.266667,-79.966667,21/01/2021
487,Esmeraldas,591083,5253,14,1.05,-79.2,21/01/2021
488,Galápagos,33042,1190,34,-0.7999999999999999,-89.4,21/01/2021
489,Guayas,4387434,30365,126,-2.183333,-79.883333,21/01/2021
490,Imbabura,476257,6953,65,0.362678,-78.130667,21/01/2021
491,Loja,521154,8468,155,-3.983333,-79.2,21/01/2021
492,Los Ríos,921763,5494,13,-1.8,-79.533333,21/01/2021
493,Manabí,1562079,16579,8,-1.056181,-80.455217,21/01/2021
494,Morona Santiago,196535,4060,40,-2.3,-78.116667,21/01/2021
495,Napo,133705,1867,25,-0.989,-77.8159,21/01/2021
496,Orellana,161338,2161,2,-0.466667,-76.966667,21/01/2021
497,Pastaza,114202,2470,5,-1.066667,-78.001111,21/01/2021
498,Pichincha,3228233,82718,693,-0.218611,-78.509722,21/01/2021
499,Santa Elena,401178,2956,11,-2.2267,-80.8583,21/01/2021
500,Sto. Domingo Tsáchilas,511151,6429,13,-0.254167,-79.171944,21/01/2021
501,Sucumbíos,230503,3157,14,0.084722,-76.882778,21/01/2021
502,Tungurahua,590600,8604,180,-1.241667,-78.619722,21/01/2021
503,Zamora Chinchipe,120416,1735,14,-4.12,-78.8,21/01/2021
504,Azuay,881394,15161,53,-2.897414,-79.004481,22/01/2021
505,Bolívar,209933,2803,40,-1.605556,-79.003056,22/01/2021
506,Carchi,186869,4431,22,0.81218,-77.71633,22/01/2021
507,Cañar,281396,3255,28,-2.733333,-78.833333,22/01/2021
508,Chimborazo,524004,3912,27,-1.674347,-78.648294,22/01/2021
509,Cotopaxi,488716,6580,10,-0.933333,-78.616667,22/01/2021
510,El Oro,715751,9830,62,-3.266667,-79.966667,22/01/2021
511,Esmeraldas,591083,5271,18,1.05,-79.2,22/01/2021
512,Galápagos,33042,1200,10,-0.7999999999999999,-89.4,22/01/2021
513,Guayas,4387434,30505,140,-2.183333,-79.883333,22/01/2021
514,Imbabura,476257,6987,34,0.362678,-78.130667,22/01/2021
515,Loja,521154,8497,29,-3.983333,-79.2,22/01/2021
516,Los Ríos,921763,5574,80,-1.8,-79.533333,22/01/2021
517,Manabí,1562079,16744,165,-1.056181,-80.455217,22/01/2021
518,Morona Santiago,196535,4064,4,-2.3,-78.116667,22/01/2021
519,Napo,133705,1869,2,-0.989,-77.8159,22/01/2021
520,Orellana,161338,2161,0,-0.466667,-76.966667,22/01/2021
521,Pastaza,114202,2472,2,-1.066667,-78.001111,22/01/2021
522,Pichincha,3228233,82915,197,-0.218611,-78.509722,22/01/2021
523,Santa Elena,401178,2970,14,-2.2267,-80.8583,22/01/2021
524,Sto. Domingo Tsáchilas,511151,6447,18,-0.254167,-79.171944,22/01/2021
525,Sucumbíos,230503,3157,0,0.084722,-76.882778,22/01/2021
526,Tungurahua,590600,8618,14,-1.241667,-78.619722,22/01/2021
527,Zamora Chinchipe,120416,1735,0,-4.12,-78.8,22/01/2021
528,Azuay,881394,15258,97,-2.897414,-79.004481,23/01/2021
529,Bolívar,209933,2808,5,-1.605556,-79.003056,23/01/2021
530,Carchi,186869,4511,80,0.81218,-77.71633,23/01/2021
531,Cañar,281396,3286,31,-2.733333,-78.833333,23/01/2021
532,Chimborazo,524004,3918,6,-1.674347,-78.648294,23/01/2021
533,Cotopaxi,488716,6661,81,-0.933333,-78.616667,23/01/2021
534,El Oro,715751,9872,42,-3.266667,-79.966667,23/01/2021
535,Esmeraldas,591083,5287,16,1.05,-79.2,23/01/2021
536,Galápagos,33042,1200,0,-0.7999999999999999,-89.4,23/01/2021
537,Guayas,4387434,30548,43,-2.183333,-79.883333,23/01/2021
538,Imbabura,476257,7096,109,0.362678,-78.130667,23/01/2021
539,Loja,521154,8530,33,-3.983333,-79.2,23/01/2021
540,Los Ríos,921763,5587,13,-1.8,-79.533333,23/01/2021
541,Manabí,1562079,16773,29,-1.056181,-80.455217,23/01/2021
542,Morona Santiago,196535,4098,34,-2.3,-78.116667,23/01/2021
543,Napo,133705,1884,15,-0.989,-77.8159,23/01/2021
544,Orellana,161338,2165,4,-0.466667,-76.966667,23/01/2021
545,Pastaza,114202,2475,3,-1.066667,-78.001111,23/01/2021
546,Pichincha,3228233,83288,373,-0.218611,-78.509722,23/01/2021
547,Santa Elena,401178,2970,0,-2.2267,-80.8583,23/01/2021
548,Sto. Domingo Tsáchilas,511151,6456,9,-0.254167,-79.171944,23/01/2021
549,Sucumbíos,230503,3159,2,0.084722,-76.882778,23/01/2021
550,Tungurahua,590600,8666,48,-1.241667,-78.619722,23/01/2021
551,Zamora Chinchipe,120416,1736,1,-4.12,-78.8,23/01/2021
552,Azuay,881394,15337,79,-2.897414,-79.004481,24/01/2021
553,Bolívar,209933,2865,57,-1.605556,-79.003056,24/01/2021
554,Carchi,186869,4719,208,0.81218,-77.71633,24/01/2021
555,Cañar,281396,3313,27,-2.733333,-78.833333,24/01/2021
556,Chimborazo,524004,4074,156,-1.674347,-78.648294,24/01/2021
557,Cotopaxi,488716,6837,176,-0.933333,-78.616667,24/01/2021
558,El Oro,715751,10011,139,-3.266667,-79.966667,24/01/2021
559,Esmeraldas,591083,5361,74,1.05,-79.2,24/01/2021
560,Galápagos,33042,1210,10,-0.7999999999999999,-89.4,24/01/2021
561,Guayas,4387434,30849,301,-2.183333,-79.883333,24/01/2021
562,Imbabura,476257,7176,80,0.362678,-78.130667,24/01/2021
563,Loja,521154,8616,86,-3.983333,-79.2,24/01/2021
564,Los Ríos,921763,5711,124,-1.8,-79.533333,24/01/2021
565,Manabí,1562079,16916,143,-1.056181,-80.455217,24/01/2021
566,Morona Santiago,196535,4111,13,-2.3,-78.116667,24/01/2021
567,Napo,133705,1888,4,-0.989,-77.8159,24/01/2021
568,Orellana,161338,2166,1,-0.466667,-76.966667,24/01/2021
569,Pastaza,114202,2500,25,-1.066667,-78.001111,24/01/2021
570,Pichincha,3228233,84329,1041,-0.218611,-78.509722,24/01/2021
571,Santa Elena,401178,2979,9,-2.2267,-80.8583,24/01/2021
572,Sto. Domingo Tsáchilas,511151,6609,153,-0.254167,-79.171944,24/01/2021
573,Sucumbíos,230503,3183,24,0.084722,-76.882778,24/01/2021
574,Tungurahua,590600,8775,109,-1.241667,-78.619722,24/01/2021
575,Zamora Chinchipe,120416,1757,21,-4.12,-78.8,24/01/2021
576,Azuay,881394,15383,46,-2.897414,-79.004481,25/01/2021
577,Bolívar,209933,2866,1,-1.605556,-79.003056,25/01/2021
578,Carchi,186869,4725,6,0.81218,-77.71633,25/01/2021
579,Cañar,281396,3321,8,-2.733333,-78.833333,25/01/2021
580,Chimborazo,524004,4076,2,-1.674347,-78.648294,25/01/2021
581,Cotopaxi,488716,6840,3,-0.933333,-78.616667,25/01/2021
582,El Oro,715751,10023,12,-3.266667,-79.966667,25/01/2021
583,Esmeraldas,591083,5361,0,1.05,-79.2,25/01/2021
584,Galápagos,33042,1211,1,-0.7999999999999999,-89.4,25/01/2021
585,Guayas,4387434,30882,33,-2.183333,-79.883333,25/01/2021
586,Imbabura,476257,7188,12,0.362678,-78.130667,25/01/2021
587,Loja,521154,8694,78,-3.983333,-79.2,25/01/2021
588,Los Ríos,921763,5713,2,-1.8,-79.533333,25/01/2021
589,Manabí,1562079,16940,24,-1.056181,-80.455217,25/01/2021
590,Morona Santiago,196535,4112,1,-2.3,-78.116667,25/01/2021
591,Napo,133705,1888,0,-0.989,-77.8159,25/01/2021
592,Orellana,161338,2167,1,-0.466667,-76.966667,25/01/2021
593,Pastaza,114202,2501,1,-1.066667,-78.001111,25/01/2021
594,Pichincha,3228233,84367,38,-0.218611,-78.509722,25/01/2021
595,Santa Elena,401178,2979,0,-2.2267,-80.8583,25/01/2021
596,Sto. Domingo Tsáchilas,511151,6610,1,-0.254167,-79.171944,25/01/2021
597,Sucumbíos,230503,3183,0,0.084722,-76.882778,25/01/2021
598,Tungurahua,590600,8775,0,-1.241667,-78.619722,25/01/2021
599,Zamora Chinchipe,120416,1762,5,-4.12,-78.8,25/01/2021
600,Azuay,881394,15445,62,-2.897414,-79.004481,26/01/2021
601,Bolívar,209933,2880,14,-1.605556,-79.003056,26/01/2021
602,Carchi,186869,4731,6,0.81218,-77.71633,26/01/2021
603,Cañar,281396,3349,28,-2.733333,-78.833333,26/01/2021
604,Chimborazo,524004,4083,7,-1.674347,-78.648294,26/01/2021
605,Cotopaxi,488716,6846,6,-0.933333,-78.616667,26/01/2021
606,El Oro,715751,10067,44,-3.266667,-79.966667,26/01/2021
607,Esmeraldas,591083,5361,0,1.05,-79.2,26/01/2021
608,Galápagos,33042,1216,5,-0.7999999999999999,-89.4,26/01/2021
609,Guayas,4387434,31002,120,-2.183333,-79.883333,26/01/2021
610,Imbabura,476257,7214,26,0.362678,-78.130667,26/01/2021
611,Loja,521154,8709,15,-3.983333,-79.2,26/01/2021
612,Los Ríos,921763,5771,58,-1.8,-79.533333,26/01/2021
613,Manabí,1562079,16966,26,-1.056181,-80.455217,26/01/2021
614,Morona Santiago,196535,4114,2,-2.3,-78.116667,26/01/2021
615,Napo,133705,1888,0,-0.989,-77.8159,26/01/2021
616,Orellana,161338,2167,0,-0.466667,-76.966667,26/01/2021
617,Pastaza,114202,2502,1,-1.066667,-78.001111,26/01/2021
618,Pichincha,3228233,84505,138,-0.218611,-78.509722,26/01/2021
619,Santa Elena,401178,2984,5,-2.2267,-80.8583,26/01/2021
620,Sto. Domingo Tsáchilas,511151,6614,4,-0.254167,-79.171944,26/01/2021
621,Sucumbíos,230503,3194,11,0.084722,-76.882778,26/01/2021
622,Tungurahua,590600,8776,1,-1.241667,-78.619722,26/01/2021
623,Zamora Chinchipe,120416,1762,0,-4.12,-78.8,26/01/2021
624,Azuay,881394,15574,129,-2.897414,-79.004481,27/01/2021
625,Bolívar,209933,2892,12,-1.605556,-79.003056,27/01/2021
626,Carchi,186869,4886,155,0.81218,-77.71633,27/01/2021
627,Cañar,281396,3392,43,-2.733333,-78.833333,27/01/2021
628,Chimborazo,524004,4104,21,-1.674347,-78.648294,27/01/2021
629,Cotopaxi,488716,6904,58,-0.933333,-78.616667,27/01/2021
630,El Oro,715751,10078,11,-3.266667,-79.966667,27/01/2021
631,Esmeraldas,591083,5363,2,1.05,-79.2,27/01/2021
632,Galápagos,33042,1223,7,-0.7999999999999999,-89.4,27/01/2021
633,Guayas,4387434,31068,66,-2.183333,-79.883333,27/01/2021
634,Imbabura,476257,7298,84,0.362678,-78.130667,27/01/2021
635,Loja,521154,8755,46,-3.983333,-79.2,27/01/2021
636,Los Ríos,921763,5775,4,-1.8,-79.533333,27/01/2021
637,Manabí,1562079,17029,63,-1.056181,-80.455217,27/01/2021
638,Morona Santiago,196535,4122,8,-2.3,-78.116667,27/01/2021
639,Napo,133705,1888,0,-0.989,-77.8159,27/01/2021
640,Orellana,161338,2170,3,-0.466667,-76.966667,27/01/2021
641,Pastaza,114202,2506,4,-1.066667,-78.001111,27/01/2021
642,Pichincha,3228233,85054,549,-0.218611,-78.509722,27/01/2021
643,Santa Elena,401178,3002,18,-2.2267,-80.8583,27/01/2021
644,Sto. Domingo Tsáchilas,511151,6617,3,-0.254167,-79.171944,27/01/2021
645,Sucumbíos,230503,3198,4,0.084722,-76.882778,27/01/2021
646,Tungurahua,590600,8875,99,-1.241667,-78.619722,27/01/2021
647,Zamora Chinchipe,120416,1762,0,-4.12,-78.8,27/01/2021
648,Azuay,881394,15658,84,-2.897414,-79.004481,28/01/2021
649,Bolívar,209933,2905,13,-1.605556,-79.003056,28/01/2021
650,Carchi,186869,4928,42,0.81218,-77.71633,28/01/2021
651,Cañar,281396,3421,29,-2.733333,-78.833333,28/01/2021
652,Chimborazo,524004,4143,39,-1.674347,-78.648294,28/01/2021
653,Cotopaxi,488716,6972,68,-0.933333,-78.616667,28/01/2021
654,El Oro,715751,10162,84,-3.266667,-79.966667,28/01/2021
655,Esmeraldas,591083,5382,19,1.05,-79.2,28/01/2021
656,Galápagos,33042,1239,16,-0.7999999999999999,-89.4,28/01/2021
657,Guayas,4387434,31321,253,-2.183333,-79.883333,28/01/2021
658,Imbabura,476257,7367,69,0.362678,-78.130667,28/01/2021
659,Loja,521154,8886,131,-3.983333,-79.2,28/01/2021
660,Los Ríos,921763,5876,101,-1.8,-79.533333,28/01/2021
661,Manabí,1562079,17261,232,-1.056181,-80.455217,28/01/2021
662,Morona Santiago,196535,4159,37,-2.3,-78.116667,28/01/2021
663,Napo,133705,1913,25,-0.989,-77.8159,28/01/2021
664,Orellana,161338,2181,11,-0.466667,-76.966667,28/01/2021
665,Pastaza,114202,2511,5,-1.066667,-78.001111,28/01/2021
666,Pichincha,3228233,86049,995,-0.218611,-78.509722,28/01/2021
667,Santa Elena,401178,3016,14,-2.2267,-80.8583,28/01/2021
668,Sto. Domingo Tsáchilas,511151,6704,87,-0.254167,-79.171944,28/01/2021
669,Sucumbíos,230503,3230,32,0.084722,-76.882778,28/01/2021
670,Tungurahua,590600,8941,66,-1.241667,-78.619722,28/01/2021
671,Zamora Chinchipe,120416,1775,13,-4.12,-78.8,28/01/2021
672,Azuay,881394,15719,61,-2.897414,-79.004481,29/01/2021
673,Bolívar,209933,2910,5,-1.605556,-79.003056,29/01/2021
674,Carchi,186869,4977,49,0.81218,-77.71633,29/01/2021
675,Cañar,281396,3429,8,-2.733333,-78.833333,29/01/2021
676,Chimborazo,524004,4172,29,-1.674347,-78.648294,29/01/2021
677,Cotopaxi,488716,6984,12,-0.933333,-78.616667,29/01/2021
678,El Oro,715751,10187,25,-3.266667,-79.966667,29/01/2021
679,Esmeraldas,591083,5382,0,1.05,-79.2,29/01/2021
680,Galápagos,33042,1243,4,-0.7999999999999999,-89.4,29/01/2021
681,Guayas,4387434,31363,42,-2.183333,-79.883333,29/01/2021
682,Imbabura,476257,7411,44,0.362678,-78.130667,29/01/2021
683,Loja,521154,8919,33,-3.983333,-79.2,29/01/2021
684,Los Ríos,921763,5878,2,-1.8,-79.533333,29/01/2021
685,Manabí,1562079,17280,19,-1.056181,-80.455217,29/01/2021
686,Morona Santiago,196535,4173,14,-2.3,-78.116667,29/01/2021
687,Napo,133705,1920,7,-0.989,-77.8159,29/01/2021
688,Orellana,161338,2181,0,-0.466667,-76.966667,29/01/2021
689,Pastaza,114202,2512,1,-1.066667,-78.001111,29/01/2021
690,Pichincha,3228233,86314,265,-0.218611,-78.509722,29/01/2021
691,Santa Elena,401178,3017,1,-2.2267,-80.8583,29/01/2021
692,Sto. Domingo Tsáchilas,511151,6704,0,-0.254167,-79.171944,29/01/2021
693,Sucumbíos,230503,3232,2,0.084722,-76.882778,29/01/2021
694,Tungurahua,590600,9003,62,-1.241667,-78.619722,29/01/2021
695,Zamora Chinchipe,120416,1777,2,-4.12,-78.8,29/01/2021
696,Azuay,881394,15826,107,-2.897414,-79.004481,30/01/2021
697,Bolívar,209933,3019,109,-1.605556,-79.003056,30/01/2021
698,Carchi,186869,5054,77,0.81218,-77.71633,30/01/2021
699,Cañar,281396,3449,20,-2.733333,-78.833333,30/01/2021
700,Chimborazo,524004,4240,68,-1.674347,-78.648294,30/01/2021
701,Cotopaxi,488716,7109,125,-0.933333,-78.616667,30/01/2021
702,El Oro,715751,10422,235,-3.266667,-79.966667,30/01/2021
703,Esmeraldas,591083,5414,32,1.05,-79.2,30/01/2021
704,Galápagos,33042,1246,3,-0.7999999999999999,-89.4,30/01/2021
705,Guayas,4387434,31686,323,-2.183333,-79.883333,30/01/2021
706,Imbabura,476257,7509,98,0.362678,-78.130667,30/01/2021
707,Loja,521154,9002,83,-3.983333,-79.2,30/01/2021
708,Los Ríos,921763,6005,127,-1.8,-79.533333,30/01/2021
709,Manabí,1562079,17511,231,-1.056181,-80.455217,30/01/2021
710,Morona Santiago,196535,4192,19,-2.3,-78.116667,30/01/2021
711,Napo,133705,1941,21,-0.989,-77.8159,30/01/2021
712,Orellana,161338,2197,16,-0.466667,-76.966667,30/01/2021
713,Pastaza,114202,2517,5,-1.066667,-78.001111,30/01/2021
714,Pichincha,3228233,87563,1249,-0.218611,-78.509722,30/01/2021
715,Santa Elena,401178,3035,18,-2.2267,-80.8583,30/01/2021
716,Sto. Domingo Tsáchilas,511151,6735,31,-0.254167,-79.171944,30/01/2021
717,Sucumbíos,230503,3234,2,0.084722,-76.882778,30/01/2021
718,Tungurahua,590600,9082,79,-1.241667,-78.619722,30/01/2021
719,Zamora Chinchipe,120416,1791,14,-4.12,-78.8,30/01/2021
720,Azuay,881394,15998,172,-2.897414,-79.004481,31/01/2021
721,Bolívar,209933,3045,26,-1.605556,-79.003056,31/01/2021
722,Carchi,186869,5074,20,0.81218,-77.71633,31/01/2021
723,Cañar,281396,3502,53,-2.733333,-78.833333,31/01/2021
724,Chimborazo,524004,4293,53,-1.674347,-78.648294,31/01/2021
725,Cotopaxi,488716,7162,53,-0.933333,-78.616667,31/01/2021
726,El Oro,715751,10497,75,-3.266667,-79.966667,31/01/2021
727,Esmeraldas,591083,5453,39,1.05,-79.2,31/01/2021
728,Galápagos,33042,1247,1,-0.7999999999999999,-89.4,31/01/2021
729,Guayas,4387434,31840,154,-2.183333,-79.883333,31/01/2021
730,Imbabura,476257,7523,14,0.362678,-78.130667,31/01/2021
731,Loja,521154,9064,62,-3.983333,-79.2,31/01/2021
732,Los Ríos,921763,6057,52,-1.8,-79.533333,31/01/2021
733,Manabí,1562079,17591,80,-1.056181,-80.455217,31/01/2021
734,Morona Santiago,196535,4198,6,-2.3,-78.116667,31/01/2021
735,Napo,133705,1953,12,-0.989,-77.8159,31/01/2021
736,Orellana,161338,2198,1,-0.466667,-76.966667,31/01/2021
737,Pastaza,114202,2520,3,-1.066667,-78.001111,31/01/2021
738,Pichincha,3228233,87656,93,-0.218611,-78.509722,31/01/2021
739,Santa Elena,401178,3045,10,-2.2267,-80.8583,31/01/2021
740,Sto. Domingo Tsáchilas,511151,6783,48,-0.254167,-79.171944,31/01/2021
741,Sucumbíos,230503,3241,7,0.084722,-76.882778,31/01/2021
742,Tungurahua,590600,9094,12,-1.241667,-78.619722,31/01/2021
743,Zamora Chinchipe,120416,1794,3,-4.12,-78.8,31/01/2021
744,Azuay,881394,16025,27,-2.897414,-79.004481,01/02/2021
745,Bolívar,209933,3045,0,-1.605556,-79.003056,01/02/2021
746,Carchi,186869,5075,1,0.81218,-77.71633,01/02/2021
747,Cañar,281396,3507,5,-2.733333,-78.833333,01/02/2021
748,Chimborazo,524004,4297,4,-1.674347,-78.648294,01/02/2021
749,Cotopaxi,488716,7163,1,-0.933333,-78.616667,01/02/2021
750,El Oro,715751,10548,51,-3.266667,-79.966667,01/02/2021
751,Esmeraldas,591083,5455,2,1.05,-79.2,01/02/2021
752,Galápagos,33042,1247,0,-0.7999999999999999,-89.4,01/02/2021
753,Guayas,4387434,31843,3,-2.183333,-79.883333,01/02/2021
754,Imbabura,476257,7524,1,0.362678,-78.130667,01/02/2021
755,Loja,521154,9075,11,-3.983333,-79.2,01/02/2021
756,Los Ríos,921763,6058,1,-1.8,-79.533333,01/02/2021
757,Manabí,1562079,17611,20,-1.056181,-80.455217,01/02/2021
758,Morona Santiago,196535,4198,0,-2.3,-78.116667,01/02/2021
759,Napo,133705,1953,0,-0.989,-77.8159,01/02/2021
760,Orellana,161338,2198,0,-0.466667,-76.966667,01/02/2021
761,Pastaza,114202,2521,1,-1.066667,-78.001111,01/02/2021
