,provincia,poblacion,total,nuevas,lat,lng,created_at
4245,Sucumbíos,230503,5403,22,0.084722,-76.882778,26/06/2021
4246,Tungurahua,590600,14193,26,-1.241667,-78.619722,26/06/2021
4247,Zamora Chinchipe,120416,2884,3,-4.12,-78.8,26/06/2021
4248,Azuay,881394,24758,92,-2.897414,-79.004481,27/06/2021
4249,Bolívar,209933,6703,5,-1.605556,-79.003056,27/06/2021
4250,Carchi,186869,8472,1,0.81218,-77.71633,27/06/2021
4251,Cañar,281396,5918,12,-2.733333,-78.833333,27/06/2021
4252,Chimborazo,524004,8407,18,-1.674347,-78.648294,27/06/2021
4253,Cotopaxi,488716,11453,5,-0.933333,-78.616667,27/06/2021
4254,El Oro,715751,21456,26,-3.266667,-79.966667,27/06/2021
4255,Esmeraldas,591083,8728,4,1.05,-79.2,27/06/2021
4256,Galápagos,33042,1464,2,-0.7999999999999999,-89.4,27/06/2021
4257,Guayas,4387434,64229,343,-2.183333,-79.883333,27/06/2021
4258,Imbabura,476257,14911,9,0.362678,-78.130667,27/06/2021
4259,Loja,521154,16927,24,-3.983333,-79.2,27/06/2021
4260,Los Ríos,921763,12579,11,-1.8,-79.533333,27/06/2021
4261,Manabí,1562079,31861,66,-1.056181,-80.455217,27/06/2021
4262,Morona Santiago,196535,5998,35,-2.3,-78.116667,27/06/2021
4263,Napo,133705,3492,37,-0.989,-77.8159,27/06/2021
4264,Orellana,161338,3418,3,-0.466667,-76.966667,27/06/2021
4265,Pastaza,114202,3282,16,-1.066667,-78.001111,27/06/2021
4266,Pichincha,3228233,161855,248,-0.218611,-78.509722,27/06/2021
4267,Santa Elena,401178,4389,1,-2.2267,-80.8583,27/06/2021
4268,Sto. Domingo Tsáchilas,511151,11541,1,-0.254167,-79.171944,27/06/2021
4269,Sucumbíos,230503,5405,2,0.084722,-76.882778,27/06/2021
4270,Tungurahua,590600,14201,8,-1.241667,-78.619722,27/06/2021
4271,Zamora Chinchipe,120416,2889,5,-4.12,-78.8,27/06/2021
4272,Azuay,881394,24793,35,-2.897414,-79.004481,28/06/2021
4273,Bolívar,209933,6708,5,-1.605556,-79.003056,28/06/2021
4274,Carchi,186869,8477,5,0.81218,-77.71633,28/06/2021
4275,Cañar,281396,5919,1,-2.733333,-78.833333,28/06/2021
4276,Chimborazo,524004,8424,17,-1.674347,-78.648294,28/06/2021
4277,Cotopaxi,488716,11455,2,-0.933333,-78.616667,28/06/2021
4278,El Oro,715751,21508,52,-3.266667,-79.966667,28/06/2021
4279,Esmeraldas,591083,8730,2,1.05,-79.2,28/06/2021
4280,Galápagos,33042,1464,0,-0.7999999999999999,-89.4,28/06/2021
4281,Guayas,4387434,64282,53,-2.183333,-79.883333,28/06/2021
4282,Imbabura,476257,14923,12,0.362678,-78.130667,28/06/2021
4283,Loja,521154,16931,4,-3.983333,-79.2,28/06/2021
4284,Los Ríos,921763,12582,3,-1.8,-79.533333,28/06/2021
4285,Manabí,1562079,31877,16,-1.056181,-80.455217,28/06/2021
4286,Morona Santiago,196535,6005,7,-2.3,-78.116667,28/06/2021
4287,Napo,133705,3494,2,-0.989,-77.8159,28/06/2021
4288,Orellana,161338,3418,0,-0.466667,-76.966667,28/06/2021
4289,Pastaza,114202,3286,4,-1.066667,-78.001111,28/06/2021
4290,Pichincha,3228233,162988,1133,-0.218611,-78.509722,28/06/2021
4291,Santa Elena,401178,4397,8,-2.2267,-80.8583,28/06/2021
4292,Sto. Domingo Tsáchilas,511151,11550,9,-0.254167,-79.171944,28/06/2021
4293,Sucumbíos,230503,5406,1,0.084722,-76.882778,28/06/2021
4294,Tungurahua,590600,14235,34,-1.241667,-78.619722,28/06/2021
4295,Zamora Chinchipe,120416,2891,2,-4.12,-78.8,28/06/2021
4296,Azuay,881394,24894,101,-2.897414,-79.004481,29/06/2021
4297,Bolívar,209933,6715,7,-1.605556,-79.003056,29/06/2021
4298,Carchi,186869,8533,56,0.81218,-77.71633,29/06/2021
4299,Cañar,281396,5945,26,-2.733333,-78.833333,29/06/2021
4300,Chimborazo,524004,8467,43,-1.674347,-78.648294,29/06/2021
4301,Cotopaxi,488716,11475,20,-0.933333,-78.616667,29/06/2021
4302,El Oro,715751,21584,76,-3.266667,-79.966667,29/06/2021
4303,Esmeraldas,591083,8785,55,1.05,-79.2,29/06/2021
4304,Galápagos,33042,1466,2,-0.7999999999999999,-89.4,29/06/2021
4305,Guayas,4387434,64791,509,-2.183333,-79.883333,29/06/2021
4306,Imbabura,476257,14968,45,0.362678,-78.130667,29/06/2021
4307,Loja,521154,17017,86,-3.983333,-79.2,29/06/2021
4308,Los Ríos,921763,12614,32,-1.8,-79.533333,29/06/2021
4309,Manabí,1562079,32051,174,-1.056181,-80.455217,29/06/2021
4310,Morona Santiago,196535,6019,14,-2.3,-78.116667,29/06/2021
4311,Napo,133705,3507,13,-0.989,-77.8159,29/06/2021
4312,Orellana,161338,3433,15,-0.466667,-76.966667,29/06/2021
4313,Pastaza,114202,3286,0,-1.066667,-78.001111,29/06/2021
4314,Pichincha,3228233,163420,432,-0.218611,-78.509722,29/06/2021
4315,Santa Elena,401178,4404,7,-2.2267,-80.8583,29/06/2021
4316,Sto. Domingo Tsáchilas,511151,11553,3,-0.254167,-79.171944,29/06/2021
4317,Sucumbíos,230503,5409,3,0.084722,-76.882778,29/06/2021
4318,Tungurahua,590600,14250,15,-1.241667,-78.619722,29/06/2021
4319,Zamora Chinchipe,120416,2903,12,-4.12,-78.8,29/06/2021
4320,Azuay,881394,24952,58,-2.897414,-79.004481,30/06/2021
4321,Bolívar,209933,6717,2,-1.605556,-79.003056,30/06/2021
4322,Carchi,186869,8542,9,0.81218,-77.71633,30/06/2021
4323,Cañar,281396,5950,5,-2.733333,-78.833333,30/06/2021
4324,Chimborazo,524004,8474,7,-1.674347,-78.648294,30/06/2021
4325,Cotopaxi,488716,11490,15,-0.933333,-78.616667,30/06/2021
4326,El Oro,715751,21594,10,-3.266667,-79.966667,30/06/2021
4327,Esmeraldas,591083,8792,7,1.05,-79.2,30/06/2021
4328,Galápagos,33042,1466,0,-0.7999999999999999,-89.4,30/06/2021
4329,Guayas,4387434,65059,268,-2.183333,-79.883333,30/06/2021
4330,Imbabura,476257,15018,50,0.362678,-78.130667,30/06/2021
4331,Loja,521154,17045,28,-3.983333,-79.2,30/06/2021
4332,Los Ríos,921763,12636,22,-1.8,-79.533333,30/06/2021
4333,Manabí,1562079,32072,21,-1.056181,-80.455217,30/06/2021
4334,Morona Santiago,196535,6027,8,-2.3,-78.116667,30/06/2021
4335,Napo,133705,3512,5,-0.989,-77.8159,30/06/2021
4336,Orellana,161338,3449,16,-0.466667,-76.966667,30/06/2021
4337,Pastaza,114202,3290,4,-1.066667,-78.001111,30/06/2021
4338,Pichincha,3228233,163840,420,-0.218611,-78.509722,30/06/2021
4339,Santa Elena,401178,4406,2,-2.2267,-80.8583,30/06/2021
4340,Sto. Domingo Tsáchilas,511151,11556,3,-0.254167,-79.171944,30/06/2021
4341,Sucumbíos,230503,5411,2,0.084722,-76.882778,30/06/2021
4342,Tungurahua,590600,14293,43,-1.241667,-78.619722,30/06/2021
4343,Zamora Chinchipe,120416,2913,10,-4.12,-78.8,30/06/2021
4344,Azuay,881394,25045,93,-2.897414,-79.004481,01/07/2021
4345,Bolívar,209933,6724,7,-1.605556,-79.003056,01/07/2021
4346,Carchi,186869,8610,68,0.81218,-77.71633,01/07/2021
4347,Cañar,281396,5963,13,-2.733333,-78.833333,01/07/2021
4348,Chimborazo,524004,8477,3,-1.674347,-78.648294,01/07/2021
4349,Cotopaxi,488716,11511,21,-0.933333,-78.616667,01/07/2021
4350,El Oro,715751,21648,54,-3.266667,-79.966667,01/07/2021
4351,Esmeraldas,591083,8795,3,1.05,-79.2,01/07/2021
4352,Galápagos,33042,1467,1,-0.7999999999999999,-89.4,01/07/2021
4353,Guayas,4387434,65207,148,-2.183333,-79.883333,01/07/2021
4354,Imbabura,476257,15067,49,0.362678,-78.130667,01/07/2021
4355,Loja,521154,17048,3,-3.983333,-79.2,01/07/2021
4356,Los Ríos,921763,12656,20,-1.8,-79.533333,01/07/2021
4357,Manabí,1562079,32123,51,-1.056181,-80.455217,01/07/2021
4358,Morona Santiago,196535,6031,4,-2.3,-78.116667,01/07/2021
4359,Napo,133705,3543,31,-0.989,-77.8159,01/07/2021
4360,Orellana,161338,3451,2,-0.466667,-76.966667,01/07/2021
4361,Pastaza,114202,3301,11,-1.066667,-78.001111,01/07/2021
4362,Pichincha,3228233,164220,380,-0.218611,-78.509722,01/07/2021
4363,Santa Elena,401178,4407,1,-2.2267,-80.8583,01/07/2021
4364,Sto. Domingo Tsáchilas,511151,11586,30,-0.254167,-79.171944,01/07/2021
4365,Sucumbíos,230503,5427,16,0.084722,-76.882778,01/07/2021
4366,Tungurahua,590600,14317,24,-1.241667,-78.619722,01/07/2021
4367,Zamora Chinchipe,120416,2914,1,-4.12,-78.8,01/07/2021
4368,Azuay,881394,25100,55,-2.897414,-79.004481,02/07/2021
4369,Bolívar,209933,6726,2,-1.605556,-79.003056,02/07/2021
4370,Carchi,186869,8660,50,0.81218,-77.71633,02/07/2021
4371,Cañar,281396,5967,4,-2.733333,-78.833333,02/07/2021
4372,Chimborazo,524004,8516,39,-1.674347,-78.648294,02/07/2021
4373,Cotopaxi,488716,11543,32,-0.933333,-78.616667,02/07/2021
4374,El Oro,715751,21668,20,-3.266667,-79.966667,02/07/2021
4375,Esmeraldas,591083,8842,47,1.05,-79.2,02/07/2021
4376,Galápagos,33042,1467,0,-0.7999999999999999,-89.4,02/07/2021
4377,Guayas,4387434,65421,214,-2.183333,-79.883333,02/07/2021
4378,Imbabura,476257,15175,108,0.362678,-78.130667,02/07/2021
4379,Loja,521154,17117,69,-3.983333,-79.2,02/07/2021
4380,Los Ríos,921763,12666,10,-1.8,-79.533333,02/07/2021
4381,Manabí,1562079,32146,23,-1.056181,-80.455217,02/07/2021
4382,Morona Santiago,196535,6068,37,-2.3,-78.116667,02/07/2021
4383,Napo,133705,3567,24,-0.989,-77.8159,02/07/2021
4384,Orellana,161338,3475,24,-0.466667,-76.966667,02/07/2021
4385,Pastaza,114202,3313,12,-1.066667,-78.001111,02/07/2021
4386,Pichincha,3228233,164934,714,-0.218611,-78.509722,02/07/2021
4387,Santa Elena,401178,4407,0,-2.2267,-80.8583,02/07/2021
4388,Sto. Domingo Tsáchilas,511151,11640,54,-0.254167,-79.171944,02/07/2021
4389,Sucumbíos,230503,5441,14,0.084722,-76.882778,02/07/2021
4390,Tungurahua,590600,14378,61,-1.241667,-78.619722,02/07/2021
4391,Zamora Chinchipe,120416,2920,6,-4.12,-78.8,02/07/2021
4392,Azuay,881394,25210,110,-2.897414,-79.004481,03/07/2021
4393,Bolívar,209933,6728,2,-1.605556,-79.003056,03/07/2021
4394,Carchi,186869,8689,29,0.81218,-77.71633,03/07/2021
4395,Cañar,281396,5983,16,-2.733333,-78.833333,03/07/2021
4396,Chimborazo,524004,8542,26,-1.674347,-78.648294,03/07/2021
4397,Cotopaxi,488716,11557,14,-0.933333,-78.616667,03/07/2021
4398,El Oro,715751,21734,66,-3.266667,-79.966667,03/07/2021
4399,Esmeraldas,591083,8883,41,1.05,-79.2,03/07/2021
4400,Galápagos,33042,1468,1,-0.7999999999999999,-89.4,03/07/2021
4401,Guayas,4387434,65560,139,-2.183333,-79.883333,03/07/2021
4402,Imbabura,476257,15235,60,0.362678,-78.130667,03/07/2021
4403,Loja,521154,17126,9,-3.983333,-79.2,03/07/2021
4404,Los Ríos,921763,12682,16,-1.8,-79.533333,03/07/2021
4405,Manabí,1562079,32165,19,-1.056181,-80.455217,03/07/2021
4406,Morona Santiago,196535,6135,67,-2.3,-78.116667,03/07/2021
4407,Napo,133705,3572,5,-0.989,-77.8159,03/07/2021
4408,Orellana,161338,3476,1,-0.466667,-76.966667,03/07/2021
4409,Pastaza,114202,3313,0,-1.066667,-78.001111,03/07/2021
4410,Pichincha,3228233,165258,324,-0.218611,-78.509722,03/07/2021
4411,Santa Elena,401178,4408,1,-2.2267,-80.8583,03/07/2021
4412,Sto. Domingo Tsáchilas,511151,11654,14,-0.254167,-79.171944,03/07/2021
4413,Sucumbíos,230503,5444,3,0.084722,-76.882778,03/07/2021
4414,Tungurahua,590600,14387,9,-1.241667,-78.619722,03/07/2021
4415,Zamora Chinchipe,120416,2933,13,-4.12,-78.8,03/07/2021
4416,Azuay,881394,25210,0,-2.897414,-79.004481,04/07/2021
4417,Bolívar,209933,6728,0,-1.605556,-79.003056,04/07/2021
4418,Carchi,186869,8689,0,0.81218,-77.71633,04/07/2021
4419,Cañar,281396,5983,0,-2.733333,-78.833333,04/07/2021
4420,Chimborazo,524004,8542,0,-1.674347,-78.648294,04/07/2021
4421,Cotopaxi,488716,11557,0,-0.933333,-78.616667,04/07/2021
4422,El Oro,715751,21734,0,-3.266667,-79.966667,04/07/2021
4423,Esmeraldas,591083,8883,0,1.05,-79.2,04/07/2021
4424,Galápagos,33042,1468,0,-0.7999999999999999,-89.4,04/07/2021
4425,Guayas,4387434,65560,0,-2.183333,-79.883333,04/07/2021
4426,Imbabura,476257,15235,0,0.362678,-78.130667,04/07/2021
4427,Loja,521154,17126,0,-3.983333,-79.2,04/07/2021
4428,Los Ríos,921763,12682,0,-1.8,-79.533333,04/07/2021
4429,Manabí,1562079,32165,0,-1.056181,-80.455217,04/07/2021
4430,Morona Santiago,196535,6135,0,-2.3,-78.116667,04/07/2021
4431,Napo,133705,3572,0,-0.989,-77.8159,04/07/2021
4432,Orellana,161338,3476,0,-0.466667,-76.966667,04/07/2021
4433,Pastaza,114202,3313,0,-1.066667,-78.001111,04/07/2021
4434,Pichincha,3228233,165258,0,-0.218611,-78.509722,04/07/2021
4435,Santa Elena,401178,4408,0,-2.2267,-80.8583,04/07/2021
4436,Sto. Domingo Tsáchilas,511151,11654,0,-0.254167,-79.171944,04/07/2021
4437,Sucumbíos,230503,5444,0,0.084722,-76.882778,04/07/2021
4438,Tungurahua,590600,14387,0,-1.241667,-78.619722,04/07/2021
4439,Zamora Chinchipe,120416,2933,0,-4.12,-78.8,04/07/2021
4440,Azuay,881394,25319,109,-2.897414,-79.004481,05/07/2021
4441,Bolívar,209933,6728,0,-1.605556,-79.003056,05/07/2021
4442,Carchi,186869,8690,1,0.81218,-77.71633,05/07/2021
4443,Cañar,281396,6019,36,-2.733333,-78.833333,05/07/2021
4444,Chimborazo,524004,8547,5,-1.674347,-78.648294,05/07/2021
4445,Cotopaxi,488716,11559,2,-0.933333,-78.616667,05/07/2021
4446,El Oro,715751,21768,34,-3.266667,-79.966667,05/07/2021
4447,Esmeraldas,591083,8910,27,1.05,-79.2,05/07/2021
4448,Galápagos,33042,1468,0,-0.7999999999999999,-89.4,05/07/2021
4449,Guayas,4387434,65645,85,-2.183333,-79.883333,05/07/2021
4450,Imbabura,476257,15247,12,0.362678,-78.130667,05/07/2021
4451,Loja,521154,17130,4,-3.983333,-79.2,05/07/2021
4452,Los Ríos,921763,12685,3,-1.8,-79.533333,05/07/2021
4453,Manabí,1562079,32206,41,-1.056181,-80.455217,05/07/2021
4454,Morona Santiago,196535,6138,3,-2.3,-78.116667,05/07/2021
4455,Napo,133705,3573,1,-0.989,-77.8159,05/07/2021
4456,Orellana,161338,3476,0,-0.466667,-76.966667,05/07/2021
4457,Pastaza,114202,3313,0,-1.066667,-78.001111,05/07/2021
4458,Pichincha,3228233,165390,132,-0.218611,-78.509722,05/07/2021
4459,Santa Elena,401178,4414,6,-2.2267,-80.8583,05/07/2021
4460,Sto. Domingo Tsáchilas,511151,11655,1,-0.254167,-79.171944,05/07/2021
4461,Sucumbíos,230503,5444,0,0.084722,-76.882778,05/07/2021
4462,Tungurahua,590600,14392,5,-1.241667,-78.619722,05/07/2021
4463,Zamora Chinchipe,120416,2933,0,-4.12,-78.8,05/07/2021
4464,Azuay,881394,25374,55,-2.897414,-79.004481,06/07/2021
4465,Bolívar,209933,6738,10,-1.605556,-79.003056,06/07/2021
4466,Carchi,186869,8751,61,0.81218,-77.71633,06/07/2021
4467,Cañar,281396,6030,11,-2.733333,-78.833333,06/07/2021
4468,Chimborazo,524004,8569,22,-1.674347,-78.648294,06/07/2021
4469,Cotopaxi,488716,11572,13,-0.933333,-78.616667,06/07/2021
4470,El Oro,715751,21830,62,-3.266667,-79.966667,06/07/2021
4471,Esmeraldas,591083,8946,36,1.05,-79.2,06/07/2021
4472,Galápagos,33042,1469,1,-0.7999999999999999,-89.4,06/07/2021
4473,Guayas,4387434,65886,241,-2.183333,-79.883333,06/07/2021
4474,Imbabura,476257,15329,82,0.362678,-78.130667,06/07/2021
4475,Loja,521154,17160,30,-3.983333,-79.2,06/07/2021
4476,Los Ríos,921763,12712,27,-1.8,-79.533333,06/07/2021
4477,Manabí,1562079,32234,28,-1.056181,-80.455217,06/07/2021
4478,Morona Santiago,196535,6146,8,-2.3,-78.116667,06/07/2021
4479,Napo,133705,3583,10,-0.989,-77.8159,06/07/2021
4480,Orellana,161338,3494,18,-0.466667,-76.966667,06/07/2021
4481,Pastaza,114202,3319,6,-1.066667,-78.001111,06/07/2021
4482,Pichincha,3228233,165854,464,-0.218611,-78.509722,06/07/2021
4483,Santa Elena,401178,4418,4,-2.2267,-80.8583,06/07/2021
4484,Sto. Domingo Tsáchilas,511151,11684,29,-0.254167,-79.171944,06/07/2021
4485,Sucumbíos,230503,5460,16,0.084722,-76.882778,06/07/2021
4486,Tungurahua,590600,14459,67,-1.241667,-78.619722,06/07/2021
4487,Zamora Chinchipe,120416,2934,1,-4.12,-78.8,06/07/2021
4488,Azuay,881394,25447,73,-2.897414,-79.004481,07/07/2021
4489,Bolívar,209933,6740,2,-1.605556,-79.003056,07/07/2021
4490,Carchi,186869,8768,17,0.81218,-77.71633,07/07/2021
4491,Cañar,281396,6066,36,-2.733333,-78.833333,07/07/2021
4492,Chimborazo,524004,8579,10,-1.674347,-78.648294,07/07/2021
4493,Cotopaxi,488716,11589,17,-0.933333,-78.616667,07/07/2021
4494,El Oro,715751,21840,10,-3.266667,-79.966667,07/07/2021
4495,Esmeraldas,591083,8957,11,1.05,-79.2,07/07/2021
4496,Galápagos,33042,1469,0,-0.7999999999999999,-89.4,07/07/2021
4497,Guayas,4387434,66034,148,-2.183333,-79.883333,07/07/2021
4498,Imbabura,476257,15370,41,0.362678,-78.130667,07/07/2021
4499,Loja,521154,17169,9,-3.983333,-79.2,07/07/2021
4500,Los Ríos,921763,12725,13,-1.8,-79.533333,07/07/2021
4501,Manabí,1562079,32305,71,-1.056181,-80.455217,07/07/2021
4502,Morona Santiago,196535,6151,5,-2.3,-78.116667,07/07/2021
4503,Napo,133705,3597,14,-0.989,-77.8159,07/07/2021
4504,Orellana,161338,3519,25,-0.466667,-76.966667,07/07/2021
4505,Pastaza,114202,3329,10,-1.066667,-78.001111,07/07/2021
4506,Pichincha,3228233,166335,481,-0.218611,-78.509722,07/07/2021
4507,Santa Elena,401178,4424,6,-2.2267,-80.8583,07/07/2021
4508,Sto. Domingo Tsáchilas,511151,11690,6,-0.254167,-79.171944,07/07/2021
4509,Sucumbíos,230503,5477,17,0.084722,-76.882778,07/07/2021
4510,Tungurahua,590600,14514,55,-1.241667,-78.619722,07/07/2021
4511,Zamora Chinchipe,120416,2935,1,-4.12,-78.8,07/07/2021
4512,Azuay,881394,25521,74,-2.897414,-79.004481,08/07/2021
4513,Bolívar,209933,6760,20,-1.605556,-79.003056,08/07/2021
4514,Carchi,186869,8809,41,0.81218,-77.71633,08/07/2021
4515,Cañar,281396,6084,18,-2.733333,-78.833333,08/07/2021
4516,Chimborazo,524004,8590,11,-1.674347,-78.648294,08/07/2021
4517,Cotopaxi,488716,11598,9,-0.933333,-78.616667,08/07/2021
4518,El Oro,715751,21883,43,-3.266667,-79.966667,08/07/2021
4519,Esmeraldas,591083,8963,6,1.05,-79.2,08/07/2021
4520,Galápagos,33042,1469,0,-0.7999999999999999,-89.4,08/07/2021
4521,Guayas,4387434,66187,153,-2.183333,-79.883333,08/07/2021
4522,Imbabura,476257,15399,29,0.362678,-78.130667,08/07/2021
4523,Loja,521154,17172,3,-3.983333,-79.2,08/07/2021
4524,Los Ríos,921763,12735,10,-1.8,-79.533333,08/07/2021
4525,Manabí,1562079,32333,28,-1.056181,-80.455217,08/07/2021
4526,Morona Santiago,196535,6186,35,-2.3,-78.116667,08/07/2021
4527,Napo,133705,3605,8,-0.989,-77.8159,08/07/2021
4528,Orellana,161338,3523,4,-0.466667,-76.966667,08/07/2021
4529,Pastaza,114202,3330,1,-1.066667,-78.001111,08/07/2021
4530,Pichincha,3228233,166658,323,-0.218611,-78.509722,08/07/2021
4531,Santa Elena,401178,4429,5,-2.2267,-80.8583,08/07/2021
4532,Sto. Domingo Tsáchilas,511151,11693,3,-0.254167,-79.171944,08/07/2021
4533,Sucumbíos,230503,5488,11,0.084722,-76.882778,08/07/2021
4534,Tungurahua,590600,14528,14,-1.241667,-78.619722,08/07/2021
4535,Zamora Chinchipe,120416,2935,0,-4.12,-78.8,08/07/2021
4536,Azuay,881394,25612,91,-2.897414,-79.004481,09/07/2021
4537,Bolívar,209933,6765,5,-1.605556,-79.003056,09/07/2021
4538,Carchi,186869,8843,34,0.81218,-77.71633,09/07/2021
4539,Cañar,281396,6090,6,-2.733333,-78.833333,09/07/2021
4540,Chimborazo,524004,8614,24,-1.674347,-78.648294,09/07/2021
4541,Cotopaxi,488716,11610,12,-0.933333,-78.616667,09/07/2021
4542,El Oro,715751,21968,85,-3.266667,-79.966667,09/07/2021
4543,Esmeraldas,591083,8995,32,1.05,-79.2,09/07/2021
4544,Galápagos,33042,1469,0,-0.7999999999999999,-89.4,09/07/2021
4545,Guayas,4387434,66300,113,-2.183333,-79.883333,09/07/2021
4546,Imbabura,476257,15459,60,0.362678,-78.130667,09/07/2021
4547,Loja,521154,17192,20,-3.983333,-79.2,09/07/2021
4548,Los Ríos,921763,12753,18,-1.8,-79.533333,09/07/2021
4549,Manabí,1562079,32372,39,-1.056181,-80.455217,09/07/2021
4550,Morona Santiago,196535,6215,29,-2.3,-78.116667,09/07/2021
4551,Napo,133705,3623,18,-0.989,-77.8159,09/07/2021
4552,Orellana,161338,3530,7,-0.466667,-76.966667,09/07/2021
4553,Pastaza,114202,3351,21,-1.066667,-78.001111,09/07/2021
4554,Pichincha,3228233,167133,475,-0.218611,-78.509722,09/07/2021
4555,Santa Elena,401178,4430,1,-2.2267,-80.8583,09/07/2021
4556,Sto. Domingo Tsáchilas,511151,11700,7,-0.254167,-79.171944,09/07/2021
4557,Sucumbíos,230503,5499,11,0.084722,-76.882778,09/07/2021
4558,Tungurahua,590600,14609,81,-1.241667,-78.619722,09/07/2021
4559,Zamora Chinchipe,120416,2941,6,-4.12,-78.8,09/07/2021
4560,Azuay,881394,25673,61,-2.897414,-79.004481,10/07/2021
4561,Bolívar,209933,6773,8,-1.605556,-79.003056,10/07/2021
4562,Carchi,186869,8870,27,0.81218,-77.71633,10/07/2021
4563,Cañar,281396,6097,7,-2.733333,-78.833333,10/07/2021
4564,Chimborazo,524004,8626,12,-1.674347,-78.648294,10/07/2021
4565,Cotopaxi,488716,11612,2,-0.933333,-78.616667,10/07/2021
4566,El Oro,715751,22002,34,-3.266667,-79.966667,10/07/2021
4567,Esmeraldas,591083,9055,60,1.05,-79.2,10/07/2021
4568,Galápagos,33042,1469,0,-0.7999999999999999,-89.4,10/07/2021
4569,Guayas,4387434,66359,59,-2.183333,-79.883333,10/07/2021
4570,Imbabura,476257,15519,60,0.362678,-78.130667,10/07/2021
4571,Loja,521154,17294,102,-3.983333,-79.2,10/07/2021
4572,Los Ríos,921763,12767,14,-1.8,-79.533333,10/07/2021
4573,Manabí,1562079,32401,29,-1.056181,-80.455217,10/07/2021
4574,Morona Santiago,196535,6275,60,-2.3,-78.116667,10/07/2021
4575,Napo,133705,3660,37,-0.989,-77.8159,10/07/2021
4576,Orellana,161338,3530,0,-0.466667,-76.966667,10/07/2021
4577,Pastaza,114202,3365,14,-1.066667,-78.001111,10/07/2021
4578,Pichincha,3228233,167406,273,-0.218611,-78.509722,10/07/2021
4579,Santa Elena,401178,4431,1,-2.2267,-80.8583,10/07/2021
4580,Sto. Domingo Tsáchilas,511151,11706,6,-0.254167,-79.171944,10/07/2021
4581,Sucumbíos,230503,5520,21,0.084722,-76.882778,10/07/2021
4582,Tungurahua,590600,14619,10,-1.241667,-78.619722,10/07/2021
4583,Zamora Chinchipe,120416,2947,6,-4.12,-78.8,10/07/2021
4584,Azuay,881394,25693,20,-2.897414,-79.004481,11/07/2021
4585,Bolívar,209933,6773,0,-1.605556,-79.003056,11/07/2021
4586,Carchi,186869,8876,6,0.81218,-77.71633,11/07/2021
4587,Cañar,281396,6097,0,-2.733333,-78.833333,11/07/2021
4588,Chimborazo,524004,8628,2,-1.674347,-78.648294,11/07/2021
4589,Cotopaxi,488716,11614,2,-0.933333,-78.616667,11/07/2021
4590,El Oro,715751,22027,25,-3.266667,-79.966667,11/07/2021
4591,Esmeraldas,591083,9078,23,1.05,-79.2,11/07/2021
4592,Galápagos,33042,1469,0,-0.7999999999999999,-89.4,11/07/2021
4593,Guayas,4387434,66412,53,-2.183333,-79.883333,11/07/2021
4594,Imbabura,476257,15523,4,0.362678,-78.130667,11/07/2021
4595,Loja,521154,17308,14,-3.983333,-79.2,11/07/2021
4596,Los Ríos,921763,12769,2,-1.8,-79.533333,11/07/2021
4597,Manabí,1562079,32419,18,-1.056181,-80.455217,11/07/2021
4598,Morona Santiago,196535,6276,1,-2.3,-78.116667,11/07/2021
4599,Napo,133705,3660,0,-0.989,-77.8159,11/07/2021
4600,Orellana,161338,3531,1,-0.466667,-76.966667,11/07/2021
4601,Pastaza,114202,3369,4,-1.066667,-78.001111,11/07/2021
4602,Pichincha,3228233,167581,175,-0.218611,-78.509722,11/07/2021
4603,Santa Elena,401178,4431,0,-2.2267,-80.8583,11/07/2021
4604,Sto. Domingo Tsáchilas,511151,11716,10,-0.254167,-79.171944,11/07/2021
4605,Sucumbíos,230503,5520,0,0.084722,-76.882778,11/07/2021
4606,Tungurahua,590600,14628,9,-1.241667,-78.619722,11/07/2021
4607,Zamora Chinchipe,120416,2948,1,-4.12,-78.8,11/07/2021
4608,Azuay,881394,25702,9,-2.897414,-79.004481,12/07/2021
4609,Bolívar,209933,6773,0,-1.605556,-79.003056,12/07/2021
4610,Carchi,186869,8877,1,0.81218,-77.71633,12/07/2021
4611,Cañar,281396,6097,0,-2.733333,-78.833333,12/07/2021
4612,Chimborazo,524004,8629,1,-1.674347,-78.648294,12/07/2021
4613,Cotopaxi,488716,11615,1,-0.933333,-78.616667,12/07/2021
4614,El Oro,715751,22027,0,-3.266667,-79.966667,12/07/2021
4615,Esmeraldas,591083,9078,0,1.05,-79.2,12/07/2021
4616,Galápagos,33042,1469,0,-0.7999999999999999,-89.4,12/07/2021
4617,Guayas,4387434,66412,0,-2.183333,-79.883333,12/07/2021
4618,Imbabura,476257,15524,1,0.362678,-78.130667,12/07/2021
4619,Loja,521154,17308,0,-3.983333,-79.2,12/07/2021
4620,Los Ríos,921763,12769,0,-1.8,-79.533333,12/07/2021
4621,Manabí,1562079,32419,0,-1.056181,-80.455217,12/07/2021
4622,Morona Santiago,196535,6276,0,-2.3,-78.116667,12/07/2021
4623,Napo,133705,3660,0,-0.989,-77.8159,12/07/2021
4624,Orellana,161338,3531,0,-0.466667,-76.966667,12/07/2021
4625,Pastaza,114202,3370,1,-1.066667,-78.001111,12/07/2021
4626,Pichincha,3228233,167634,53,-0.218611,-78.509722,12/07/2021
4627,Santa Elena,401178,4431,0,-2.2267,-80.8583,12/07/2021
